"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Mar 04 01:04:34 GMT 2023","Sat Mar 04 01:04:36 GMT 2023","1222","","Test DLPL1 - pageView","","","","Test US_HPG",""
"failed","Sat Mar 04 00:56:31 GMT 2023","Sat Mar 04 00:56:57 GMT 2023","25984","Test checkoutFlow","SG","","","","SG Test Payment page",""
"passed","Sat Mar 04 01:02:23 GMT 2023","Sat Mar 04 01:02:32 GMT 2023","8813","","Test DLE3 - productClick","","","","Test US productClick",""
"passed","Sat Mar 04 01:03:22 GMT 2023","Sat Mar 04 01:03:32 GMT 2023","9665","","Test DLE4 - softFilter","","","","US Test soft filter",""
"passed","Sat Mar 04 01:04:11 GMT 2023","Sat Mar 04 01:04:13 GMT 2023","1907","","Test DLPL1 - pageView","","","","Test SG_HPG",""
"passed","Sat Mar 04 01:09:36 GMT 2023","Sat Mar 04 01:10:00 GMT 2023","23959","","Test PDP GTM","","","","Trigger SG simple",""
"failed","Sat Mar 04 00:56:04 GMT 2023","Sat Mar 04 00:56:31 GMT 2023","27066","Test checkoutFlow","SG","","","","SG Test Shipping Method page",""
"passed","Sat Mar 04 01:07:57 GMT 2023","Sat Mar 04 01:08:27 GMT 2023","29743","","Test PDP GTM","","","","Test SG bundle",""
"failed","Sat Mar 04 00:58:30 GMT 2023","Sat Mar 04 00:58:55 GMT 2023","25203","Test checkoutFlow","US","","","","US Test Shipping Method page",""
"failed","Sat Mar 04 00:54:02 GMT 2023","Sat Mar 04 00:54:28 GMT 2023","25395","Test checkoutFlow","AU","","","","AU Test Payment page",""
"passed","Sat Mar 04 01:04:22 GMT 2023","Sat Mar 04 01:04:28 GMT 2023","5470","","Test DLPL1 - pageView","","","","Test SG_BLOG",""
"passed","Sat Mar 04 01:04:28 GMT 2023","Sat Mar 04 01:04:34 GMT 2023","6419","","Test DLPL1 - pageView","","","","Test SG_TRADE",""
"failed","Sat Mar 04 00:57:57 GMT 2023","Sat Mar 04 00:58:30 GMT 2023","33368","Test checkoutFlow","US","","","","US Test Address page",""
"passed","Sat Mar 04 01:01:23 GMT 2023","Sat Mar 04 01:01:36 GMT 2023","13563","","Test DLE1 - productImpression","","","","Test SG productImpression",""
"passed","Sat Mar 04 01:01:11 GMT 2023","Sat Mar 04 01:01:22 GMT 2023","11483","","Test DLE1 - productImpression","","","","Test AU productImpression",""
"failed","Sat Mar 04 00:54:28 GMT 2023","Sat Mar 04 00:54:53 GMT 2023","25154","Test checkoutFlow","AU","","","","AU Delete address & cart",""
"failed","Sat Mar 04 00:55:30 GMT 2023","Sat Mar 04 00:56:04 GMT 2023","33846","Test checkoutFlow","SG","","","","SG Test Address page",""
"failed","Sat Mar 04 00:53:37 GMT 2023","Sat Mar 04 00:54:02 GMT 2023","25531","Test checkoutFlow","AU","","","","AU Test Shipping Method page",""
"passed","Sat Mar 04 00:56:57 GMT 2023","Sat Mar 04 00:57:14 GMT 2023","16315","Test checkoutFlow","SG","","","","SG Delete address & cart",""
"failed","Sat Mar 04 00:52:24 GMT 2023","Sat Mar 04 00:53:09 GMT 2023","44590","Test checkoutFlow","AU","","","","AU Add product to cart",""
"passed","Sat Mar 04 01:04:41 GMT 2023","Sat Mar 04 01:04:45 GMT 2023","4524","","Test DLPL1 - pageView","","","","Test US_BLOG",""
"failed","Sat Mar 04 00:58:55 GMT 2023","Sat Mar 04 00:59:20 GMT 2023","24848","Test checkoutFlow","US","","","","US Test Payment page",""
"failed","Sat Mar 04 01:06:06 GMT 2023","Sat Mar 04 01:06:49 GMT 2023","43023","","Test PDP GTM","","","","Trigger AU configurable",""
"passed","Sat Mar 04 01:08:42 GMT 2023","Sat Mar 04 01:09:18 GMT 2023","35641","","Test PDP GTM","","","","Test SG configurable",""
"failed","Sat Mar 04 01:05:13 GMT 2023","Sat Mar 04 01:05:49 GMT 2023","36587","","Test PDP GTM","","","","Test AU bundle",""
"passed","Sat Mar 04 01:02:55 GMT 2023","Sat Mar 04 01:03:10 GMT 2023","15524","","Test DLE4 - softFilter","","","","AU Test soft filter",""
"passed","Sat Mar 04 01:11:03 GMT 2023","Sat Mar 04 01:11:40 GMT 2023","36556","","Test PDP GTM","","","","Test US configurable",""
"passed","Sat Mar 04 01:02:14 GMT 2023","Sat Mar 04 01:02:23 GMT 2023","9697","","Test DLE3 - productClick","","","","Test SG productClick",""
"passed","Sat Mar 04 01:04:03 GMT 2023","Sat Mar 04 01:04:11 GMT 2023","8492","","Test DLPL1 - pageView","","","","Test AU_TRADE",""
"passed","Sat Mar 04 01:04:13 GMT 2023","Sat Mar 04 01:04:22 GMT 2023","9085","","Test DLPL1 - pageView","","","","Test SG_CATEGORY",""
"passed","Sat Mar 04 01:03:47 GMT 2023","Sat Mar 04 01:03:48 GMT 2023","1195","","Test DLPL1 - pageView","","","","Test AU_HPG",""
"passed","Sat Mar 04 01:03:48 GMT 2023","Sat Mar 04 01:03:56 GMT 2023","7757","","Test DLPL1 - pageView","","","","Test AU_CATEGORY",""
