"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Mar 25 01:03:14 GMT 2023","Sat Mar 25 01:03:44 GMT 2023","29873","","Test PDP GTM","","","","Test SG bundle",""
"passed","Sat Mar 25 00:59:43 GMT 2023","Sat Mar 25 00:59:49 GMT 2023","5999","","Test DLPL1 - pageView","","","","Test SG_TRADE",""
"failed","Sat Mar 25 01:00:27 GMT 2023","Sat Mar 25 01:01:02 GMT 2023","35103","","Test PDP GTM","","","","Test AU bundle",""
"passed","Sat Mar 25 00:54:42 GMT 2023","Sat Mar 25 00:54:59 GMT 2023","16992","Test checkoutFlow","US","","","","US Delete address & cart",""
"passed","Sat Mar 25 00:58:23 GMT 2023","Sat Mar 25 00:58:36 GMT 2023","12555","","Test DLE4 - softFilter","","","","SG Test soft filter",""
"failed","Sat Mar 25 01:01:19 GMT 2023","Sat Mar 25 01:02:02 GMT 2023","43573","","Test PDP GTM","","","","Trigger AU configurable",""
"passed","Sat Mar 25 00:59:56 GMT 2023","Sat Mar 25 01:00:00 GMT 2023","4088","","Test DLPL1 - pageView","","","","Test US_BLOG",""
"passed","Sat Mar 25 00:52:17 GMT 2023","Sat Mar 25 00:52:35 GMT 2023","18031","Test checkoutFlow","SG","","","","SG Delete address & cart",""
"passed","Sat Mar 25 00:58:59 GMT 2023","Sat Mar 25 00:59:00 GMT 2023","1196","","Test DLPL1 - pageView","","","","Test AU_HPG",""
"failed","Sat Mar 25 00:57:41 GMT 2023","Sat Mar 25 00:57:52 GMT 2023","11188","","Test DLE3 - productClick","","","","Test US productClick",""
"failed","Sat Mar 25 00:53:21 GMT 2023","Sat Mar 25 00:53:54 GMT 2023","32682","Test checkoutFlow","US","","","","US Test Address page",""
"passed","Sat Mar 25 01:04:48 GMT 2023","Sat Mar 25 01:05:11 GMT 2023","23082","","Test PDP GTM","","","","Trigger SG simple",""
"passed","Sat Mar 25 00:58:11 GMT 2023","Sat Mar 25 00:58:23 GMT 2023","12032","","Test DLE4 - softFilter","","","","AU Test soft filter",""
"passed","Sat Mar 25 00:52:35 GMT 2023","Sat Mar 25 00:53:20 GMT 2023","45492","Test checkoutFlow","US","","","","US Add product to cart",""
