"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Mar 23 00:56:38 GMT 2023","Thu Mar 23 00:56:49 GMT 2023","11015","","Test DLE3 - productClick","","","","Test SG productClick",""
"failed","Thu Mar 23 00:47:57 GMT 2023","Thu Mar 23 00:48:44 GMT 2023","47406","Test checkoutFlow","AU","","","","AU Add product to cart",""
"failed","Thu Mar 23 00:53:01 GMT 2023","Thu Mar 23 00:53:31 GMT 2023","29347","Test checkoutFlow","US","","","","US Test Address page",""
"passed","Thu Mar 23 01:03:12 GMT 2023","Thu Mar 23 01:03:36 GMT 2023","23096","","Test PDP GTM","","","","Trigger SG simple",""
"passed","Thu Mar 23 00:57:17 GMT 2023","Thu Mar 23 00:57:26 GMT 2023","9135","","Test DLE4 - softFilter","","","","AU Test soft filter",""
"passed","Thu Mar 23 01:02:31 GMT 2023","Thu Mar 23 01:02:58 GMT 2023","26932","","Test PDP GTM","","","","Test SG configurable",""
"passed","Thu Mar 23 00:58:23 GMT 2023","Thu Mar 23 00:58:30 GMT 2023","7139","","Test DLPL1 - pageView","","","","Test SG_CATEGORY",""
"passed","Thu Mar 23 00:57:59 GMT 2023","Thu Mar 23 00:58:00 GMT 2023","1156","","Test DLPL1 - pageView","","","","Test AU_HPG",""
"failed","Thu Mar 23 00:51:26 GMT 2023","Thu Mar 23 00:51:50 GMT 2023","23551","Test checkoutFlow","SG","","","","SG Test Shipping Method page",""
"passed","Thu Mar 23 00:58:07 GMT 2023","Thu Mar 23 00:58:14 GMT 2023","6625","","Test DLPL1 - pageView","","","","Test AU_BLOG",""
"failed","Thu Mar 23 00:53:31 GMT 2023","Thu Mar 23 00:53:53 GMT 2023","22456","Test checkoutFlow","US","","","","US Test Shipping Method page",""
"passed","Thu Mar 23 00:58:00 GMT 2023","Thu Mar 23 00:58:07 GMT 2023","7364","","Test DLPL1 - pageView","","","","Test AU_CATEGORY",""
"passed","Thu Mar 23 01:04:22 GMT 2023","Thu Mar 23 01:04:54 GMT 2023","32082","","Test PDP GTM","","","","Test US configurable",""
"passed","Thu Mar 23 00:58:35 GMT 2023","Thu Mar 23 00:58:42 GMT 2023","6723","","Test DLPL1 - pageView","","","","Test SG_TRADE",""
"failed","Thu Mar 23 00:59:13 GMT 2023","Thu Mar 23 00:59:47 GMT 2023","33974","","Test PDP GTM","","","","Test AU bundle",""
"failed","Thu Mar 23 00:53:53 GMT 2023","Thu Mar 23 00:54:16 GMT 2023","22552","Test checkoutFlow","US","","","","US Test Payment page",""
"passed","Thu Mar 23 00:58:52 GMT 2023","Thu Mar 23 00:58:55 GMT 2023","3627","","Test DLPL1 - pageView","","","","Test US_TRADE",""
"failed","Thu Mar 23 00:51:50 GMT 2023","Thu Mar 23 00:52:14 GMT 2023","23857","Test checkoutFlow","SG","","","","SG Test Payment page",""
"passed","Thu Mar 23 00:58:48 GMT 2023","Thu Mar 23 00:58:51 GMT 2023","3470","","Test DLPL1 - pageView","","","","Test US_BLOG",""
"passed","Thu Mar 23 00:58:42 GMT 2023","Thu Mar 23 00:58:43 GMT 2023","929","","Test DLPL1 - pageView","","","","Test US_HPG",""
"failed","Thu Mar 23 00:55:48 GMT 2023","Thu Mar 23 00:55:57 GMT 2023","8936","","Test DLE1 - productImpression","","","","Test AU productImpression",""
"passed","Thu Mar 23 00:52:14 GMT 2023","Thu Mar 23 00:52:27 GMT 2023","13291","Test checkoutFlow","SG","","","","SG Delete address & cart",""
"failed","Thu Mar 23 01:01:01 GMT 2023","Thu Mar 23 01:01:32 GMT 2023","31501","","Test PDP GTM","","","","Trigger AU simple",""
"failed","Thu Mar 23 00:48:44 GMT 2023","Thu Mar 23 00:49:10 GMT 2023","25587","Test checkoutFlow","AU","","","","AU Test Address page",""
"failed","Thu Mar 23 00:56:26 GMT 2023","Thu Mar 23 00:56:37 GMT 2023","11144","","Test DLE3 - productClick","","","","Test AU productClick",""
"passed","Thu Mar 23 00:54:16 GMT 2023","Thu Mar 23 00:54:30 GMT 2023","13884","Test checkoutFlow","US","","","","US Delete address & cart",""
"failed","Thu Mar 23 00:49:58 GMT 2023","Thu Mar 23 00:50:21 GMT 2023","22675","Test checkoutFlow","AU","","","","AU Delete address & cart",""
"passed","Thu Mar 23 01:01:48 GMT 2023","Thu Mar 23 01:02:14 GMT 2023","26281","","Test PDP GTM","","","","Test SG bundle",""
"passed","Thu Mar 23 00:52:28 GMT 2023","Thu Mar 23 00:53:01 GMT 2023","33496","Test checkoutFlow","US","","","","US Add product to cart",""
"passed","Thu Mar 23 00:58:21 GMT 2023","Thu Mar 23 00:58:23 GMT 2023","1895","","Test DLPL1 - pageView","","","","Test SG_HPG",""
"failed","Thu Mar 23 01:00:04 GMT 2023","Thu Mar 23 01:00:43 GMT 2023","38757","","Test PDP GTM","","","","Trigger AU configurable",""
"failed","Thu Mar 23 00:49:10 GMT 2023","Thu Mar 23 00:49:35 GMT 2023","25108","Test checkoutFlow","AU","","","","AU Test Shipping Method page",""
"failed","Thu Mar 23 01:03:47 GMT 2023","Thu Mar 23 01:04:10 GMT 2023","22943","","Test PDP GTM","","","","test US bundle",""
"passed","Thu Mar 23 00:56:06 GMT 2023","Thu Mar 23 00:56:12 GMT 2023","6660","","Test DLE1 - productImpression","","","","Test US productImpression",""
"passed","Thu Mar 23 00:58:14 GMT 2023","Thu Mar 23 00:58:21 GMT 2023","6802","","Test DLPL1 - pageView","","","","Test AU_TRADE",""
"passed","Thu Mar 23 00:57:38 GMT 2023","Thu Mar 23 00:57:46 GMT 2023","8160","","Test DLE4 - softFilter","","","","US Test soft filter",""
"passed","Thu Mar 23 00:58:43 GMT 2023","Thu Mar 23 00:58:48 GMT 2023","4871","","Test DLPL1 - pageView","","","","Test US_CATEGORY",""
"passed","Thu Mar 23 00:57:27 GMT 2023","Thu Mar 23 00:57:38 GMT 2023","11545","","Test DLE4 - softFilter","","","","SG Test soft filter",""
"passed","Thu Mar 23 00:58:30 GMT 2023","Thu Mar 23 00:58:35 GMT 2023","5167","","Test DLPL1 - pageView","","","","Test SG_BLOG",""
"passed","Thu Mar 23 00:55:57 GMT 2023","Thu Mar 23 00:56:05 GMT 2023","8249","","Test DLE1 - productImpression","","","","Test SG productImpression",""
"passed","Thu Mar 23 00:56:49 GMT 2023","Thu Mar 23 00:56:59 GMT 2023","9533","","Test DLE3 - productClick","","","","Test US productClick",""
"failed","Thu Mar 23 00:49:35 GMT 2023","Thu Mar 23 00:49:58 GMT 2023","23424","Test checkoutFlow","AU","","","","AU Test Payment page",""
"passed","Thu Mar 23 01:05:07 GMT 2023","Thu Mar 23 01:05:30 GMT 2023","22684","","Test PDP GTM","","","","Trigger US simple",""
"failed","Thu Mar 23 00:50:55 GMT 2023","Thu Mar 23 00:51:26 GMT 2023","31086","Test checkoutFlow","SG","","","","SG Test Address page",""
"passed","Thu Mar 23 00:50:21 GMT 2023","Thu Mar 23 00:50:55 GMT 2023","34288","Test checkoutFlow","SG","","","","SG Add product to cart",""
