"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jan 01 01:08:36 GMT 2023","Sun Jan 01 01:08:48 GMT 2023","12124","","Test DLE4 - softFilter","","","","US Test soft filter",""
"passed","Sun Jan 01 01:09:20 GMT 2023","Sun Jan 01 01:09:27 GMT 2023","6837","","Test DLPL1 - pageView","","","","Test AU_BLOG",""
"passed","Sun Jan 01 01:01:07 GMT 2023","Sun Jan 01 01:01:31 GMT 2023","23956","Test checkoutFlow","SG","","","","SG Test Shipping Method page",""
"passed","Sun Jan 01 01:01:31 GMT 2023","Sun Jan 01 01:01:55 GMT 2023","23618","Test checkoutFlow","SG","","","","SG Test Payment page",""
"failed","Sun Jan 01 00:59:37 GMT 2023","Sun Jan 01 01:00:02 GMT 2023","24524","Test checkoutFlow","AU","","","","AU Delete address & cart",""
"passed","Sun Jan 01 01:11:54 GMT 2023","Sun Jan 01 01:12:38 GMT 2023","44133","","Test PDP GTM","","","","Trigger AU configurable",""
"passed","Sun Jan 01 01:09:36 GMT 2023","Sun Jan 01 01:09:46 GMT 2023","10037","","Test DLPL1 - pageView","","","","Test SG_CATEGORY",""
"passed","Sun Jan 01 01:06:25 GMT 2023","Sun Jan 01 01:06:34 GMT 2023","8936","","Test DLE1 - productImpression","","","","Test US productImpression",""
"passed","Sun Jan 01 01:06:02 GMT 2023","Sun Jan 01 01:06:14 GMT 2023","11831","","Test DLE1 - productImpression","","","","Test AU productImpression",""
"passed","Sun Jan 01 01:09:34 GMT 2023","Sun Jan 01 01:09:36 GMT 2023","1914","","Test DLPL1 - pageView","","","","Test SG_HPG",""
"passed","Sun Jan 01 01:13:57 GMT 2023","Sun Jan 01 01:14:34 GMT 2023","37195","","Test PDP GTM","","","","Test SG bundle",""
"passed","Sun Jan 01 01:00:02 GMT 2023","Sun Jan 01 01:00:41 GMT 2023","38717","Test checkoutFlow","SG","","","","SG Add product to cart",""
"passed","Sun Jan 01 01:10:02 GMT 2023","Sun Jan 01 01:10:03 GMT 2023","1044","","Test DLPL1 - pageView","","","","Test US_HPG",""
"passed","Sun Jan 01 01:17:49 GMT 2023","Sun Jan 01 01:18:32 GMT 2023","43268","","Test PDP GTM","","","","Test US configurable",""
"passed","Sun Jan 01 01:08:03 GMT 2023","Sun Jan 01 01:08:19 GMT 2023","15887","","Test DLE4 - softFilter","","","","AU Test soft filter",""
"passed","Sun Jan 01 01:10:03 GMT 2023","Sun Jan 01 01:10:08 GMT 2023","5503","","Test DLPL1 - pageView","","","","Test US_CATEGORY",""
"passed","Sun Jan 01 01:07:10 GMT 2023","Sun Jan 01 01:07:23 GMT 2023","12961","","Test DLE3 - productClick","","","","Test SG productClick",""
"passed","Sun Jan 01 01:06:57 GMT 2023","Sun Jan 01 01:07:10 GMT 2023","13246","","Test DLE3 - productClick","","","","Test AU productClick",""
"passed","Sun Jan 01 01:03:10 GMT 2023","Sun Jan 01 01:03:31 GMT 2023","21718","Test checkoutFlow","US","","","","US Test Shipping Method page",""
"passed","Sun Jan 01 01:06:14 GMT 2023","Sun Jan 01 01:06:25 GMT 2023","11093","","Test DLE1 - productImpression","","","","Test SG productImpression",""
"passed","Sun Jan 01 01:02:47 GMT 2023","Sun Jan 01 01:03:09 GMT 2023","21965","Test checkoutFlow","US","","","","US Test Address page",""
"passed","Sun Jan 01 01:09:27 GMT 2023","Sun Jan 01 01:09:34 GMT 2023","6934","","Test DLPL1 - pageView","","","","Test AU_TRADE",""
"passed","Sun Jan 01 01:07:23 GMT 2023","Sun Jan 01 01:07:34 GMT 2023","11042","","Test DLE3 - productClick","","","","Test US productClick",""
