"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 06 01:04:55 GMT 2023","Mon Mar 06 01:05:04 GMT 2023","9247","","Test DLE4 - softFilter","","","","US Test soft filter",""
"passed","Mon Mar 06 01:10:44 GMT 2023","Mon Mar 06 01:11:07 GMT 2023","23013","","Test PDP GTM","","","","Trigger SG simple",""
"passed","Mon Mar 06 01:06:06 GMT 2023","Mon Mar 06 01:06:10 GMT 2023","3494","","Test DLPL1 - pageView","","","","Test US_BLOG",""
"passed","Mon Mar 06 01:05:18 GMT 2023","Mon Mar 06 01:05:26 GMT 2023","7353","","Test DLPL1 - pageView","","","","Test AU_CATEGORY",""
"passed","Mon Mar 06 01:05:18 GMT 2023","Mon Mar 06 01:05:18 GMT 2023","827","","Test DLPL1 - pageView","","","","Test AU_HPG",""
"passed","Mon Mar 06 01:04:07 GMT 2023","Mon Mar 06 01:04:15 GMT 2023","7939","","Test DLE3 - productClick","","","","Test US productClick",""
"passed","Mon Mar 06 01:03:55 GMT 2023","Mon Mar 06 01:04:07 GMT 2023","11975","","Test DLE3 - productClick","","","","Test SG productClick",""
"failed","Mon Mar 06 01:00:05 GMT 2023","Mon Mar 06 01:00:36 GMT 2023","31181","Test checkoutFlow","US","","","","US Test Address page",""
"failed","Mon Mar 06 00:55:35 GMT 2023","Mon Mar 06 00:56:01 GMT 2023","25796","Test checkoutFlow","AU","","","","AU Test Address page",""
"passed","Mon Mar 06 01:12:54 GMT 2023","Mon Mar 06 01:13:18 GMT 2023","24585","","Test PDP GTM","","","","Trigger US simple",""
"passed","Mon Mar 06 01:09:54 GMT 2023","Mon Mar 06 01:10:26 GMT 2023","32370","","Test PDP GTM","","","","Test SG configurable",""
"passed","Mon Mar 06 01:06:00 GMT 2023","Mon Mar 06 01:06:01 GMT 2023","1063","","Test DLPL1 - pageView","","","","Test US_HPG",""
"failed","Mon Mar 06 00:58:19 GMT 2023","Mon Mar 06 00:58:44 GMT 2023","25329","Test checkoutFlow","SG","","","","SG Test Shipping Method page",""
"passed","Mon Mar 06 01:11:20 GMT 2023","Mon Mar 06 01:11:51 GMT 2023","31830","","Test PDP GTM","","","","test US bundle",""
