"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 19 00:50:45 GMT 2022","Mon Dec 19 00:50:53 GMT 2022","8211","Test checkoutFlow","US","","","","US Delete address & cart",""
"passed","Mon Dec 19 00:53:14 GMT 2022","Mon Dec 19 00:53:24 GMT 2022","9809","","Test DLE4 - softFilter","","","","AU Test soft filter",""
"passed","Mon Dec 19 00:54:13 GMT 2022","Mon Dec 19 00:54:15 GMT 2022","1637","","Test DLPL1 - pageView","","","","Test SG_HPG",""
"passed","Mon Dec 19 01:00:13 GMT 2022","Mon Dec 19 01:00:35 GMT 2022","21251","","Test PDP GTM","","","","Trigger US simple",""
"passed","Mon Dec 19 00:53:58 GMT 2022","Mon Dec 19 00:54:04 GMT 2022","6049","","Test DLPL1 - pageView","","","","Test AU_CATEGORY",""
"passed","Mon Dec 19 00:52:52 GMT 2022","Mon Dec 19 00:52:59 GMT 2022","7782","","Test DLE3 - productClick","","","","Test US productClick",""
"failed","Mon Dec 19 00:47:54 GMT 2022","Mon Dec 19 00:48:14 GMT 2022","20637","Test checkoutFlow","AU","","","","AU Delete address & cart",""
"passed","Mon Dec 19 00:53:35 GMT 2022","Mon Dec 19 00:53:44 GMT 2022","8703","","Test DLE4 - softFilter","","","","US Test soft filter",""
"passed","Mon Dec 19 00:55:48 GMT 2022","Mon Dec 19 00:56:18 GMT 2022","29587","","Test PDP GTM","","","","Trigger AU configurable",""
"passed","Mon Dec 19 00:54:09 GMT 2022","Mon Dec 19 00:54:13 GMT 2022","4774","","Test DLPL1 - pageView","","","","Test AU_TRADE",""
"passed","Mon Dec 19 00:54:04 GMT 2022","Mon Dec 19 00:54:09 GMT 2022","4266","","Test DLPL1 - pageView","","","","Test AU_BLOG",""
"passed","Mon Dec 19 00:50:03 GMT 2022","Mon Dec 19 00:50:19 GMT 2022","15606","Test checkoutFlow","US","","","","US Test Address page",""
"passed","Mon Dec 19 00:54:34 GMT 2022","Mon Dec 19 00:54:39 GMT 2022","5404","","Test DLPL1 - pageView","","","","Test US_CATEGORY",""
"failed","Mon Dec 19 00:47:30 GMT 2022","Mon Dec 19 00:47:54 GMT 2022","23379","Test checkoutFlow","AU","","","","AU Test Payment page",""
"passed","Mon Dec 19 00:56:35 GMT 2022","Mon Dec 19 00:56:58 GMT 2022","22728","","Test PDP GTM","","","","Trigger AU simple",""
"passed","Mon Dec 19 00:52:04 GMT 2022","Mon Dec 19 00:52:12 GMT 2022","8482","","Test DLE1 - productImpression","","","","Test SG productImpression",""
"passed","Mon Dec 19 00:49:13 GMT 2022","Mon Dec 19 00:49:29 GMT 2022","16222","Test checkoutFlow","SG","","","","SG Test Payment page",""
"passed","Mon Dec 19 00:50:19 GMT 2022","Mon Dec 19 00:50:31 GMT 2022","11920","Test checkoutFlow","US","","","","US Test Shipping Method page",""
"passed","Mon Dec 19 00:52:33 GMT 2022","Mon Dec 19 00:52:42 GMT 2022","9499","","Test DLE3 - productClick","","","","Test AU productClick",""
"passed","Mon Dec 19 00:53:24 GMT 2022","Mon Dec 19 00:53:35 GMT 2022","10496","","Test DLE4 - softFilter","","","","SG Test soft filter",""
"passed","Mon Dec 19 00:59:29 GMT 2022","Mon Dec 19 00:59:59 GMT 2022","30835","","Test PDP GTM","","","","Test US configurable",""
"failed","Mon Dec 19 00:47:05 GMT 2022","Mon Dec 19 00:47:30 GMT 2022","25228","Test checkoutFlow","AU","","","","AU Test Shipping Method page",""
"passed","Mon Dec 19 00:55:05 GMT 2022","Mon Dec 19 00:55:34 GMT 2022","29117","","Test PDP GTM","","","","Test AU bundle",""
"passed","Mon Dec 19 00:53:57 GMT 2022","Mon Dec 19 00:53:58 GMT 2022","1201","","Test DLPL1 - pageView","","","","Test AU_HPG",""
"passed","Mon Dec 19 00:50:31 GMT 2022","Mon Dec 19 00:50:45 GMT 2022","13543","Test checkoutFlow","US","","","","US Test Payment page",""
"passed","Mon Dec 19 00:48:57 GMT 2022","Mon Dec 19 00:49:13 GMT 2022","16361","Test checkoutFlow","SG","","","","SG Test Shipping Method page",""
