"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Dec 29 00:59:12 GMT 2022","Thu Dec 29 00:59:25 GMT 2022","13046","","Test DLE4 - softFilter","","","","AU Test soft filter",""
"passed","Thu Dec 29 00:55:15 GMT 2022","Thu Dec 29 00:55:30 GMT 2022","15124","Test checkoutFlow","US","","","","US Test Shipping Method page",""
"passed","Thu Dec 29 00:53:41 GMT 2022","Thu Dec 29 00:53:57 GMT 2022","16288","Test checkoutFlow","SG","","","","SG Test Shipping Method page",""
"passed","Thu Dec 29 00:54:58 GMT 2022","Thu Dec 29 00:55:15 GMT 2022","17288","Test checkoutFlow","US","","","","US Test Address page",""
"passed","Thu Dec 29 00:58:36 GMT 2022","Thu Dec 29 00:58:49 GMT 2022","12153","","Test DLE3 - productClick","","","","Test US productClick",""
"passed","Thu Dec 29 01:00:12 GMT 2022","Thu Dec 29 01:00:19 GMT 2022","7884","","Test DLPL1 - pageView","","","","Test AU_CATEGORY",""
"passed","Thu Dec 29 01:01:43 GMT 2022","Thu Dec 29 01:02:25 GMT 2022","42220","","Test PDP GTM","","","","Test AU bundle",""
"passed","Thu Dec 29 01:04:49 GMT 2022","Thu Dec 29 01:05:26 GMT 2022","37757","","Test PDP GTM","","","","Test SG bundle",""
"passed","Thu Dec 29 00:55:31 GMT 2022","Thu Dec 29 00:55:46 GMT 2022","14757","Test checkoutFlow","US","","","","US Test Payment page",""
"passed","Thu Dec 29 01:00:34 GMT 2022","Thu Dec 29 01:00:43 GMT 2022","8875","","Test DLPL1 - pageView","","","","Test SG_CATEGORY",""
"passed","Thu Dec 29 01:00:57 GMT 2022","Thu Dec 29 01:01:04 GMT 2022","6527","","Test DLPL1 - pageView","","","","Test US_CATEGORY",""
"passed","Thu Dec 29 01:06:48 GMT 2022","Thu Dec 29 01:07:17 GMT 2022","29654","","Test PDP GTM","","","","Trigger SG simple",""
"passed","Thu Dec 29 01:09:41 GMT 2022","Thu Dec 29 01:10:14 GMT 2022","32977","","Test PDP GTM","","","","Trigger US simple",""
"passed","Thu Dec 29 01:05:47 GMT 2022","Thu Dec 29 01:06:26 GMT 2022","38982","","Test PDP GTM","","","","Test SG configurable",""
"passed","Thu Dec 29 00:52:22 GMT 2022","Thu Dec 29 00:52:40 GMT 2022","18624","Test checkoutFlow","AU","","","","AU Test Payment page",""
"passed","Thu Dec 29 00:51:59 GMT 2022","Thu Dec 29 00:52:22 GMT 2022","22116","Test checkoutFlow","AU","","","","AU Test Shipping Method page",""
"passed","Thu Dec 29 01:00:43 GMT 2022","Thu Dec 29 01:00:49 GMT 2022","5986","","Test DLPL1 - pageView","","","","Test SG_BLOG",""
"passed","Thu Dec 29 00:54:14 GMT 2022","Thu Dec 29 00:54:26 GMT 2022","11540","Test checkoutFlow","SG","","","","SG Delete address & cart",""
"passed","Thu Dec 29 00:53:21 GMT 2022","Thu Dec 29 00:53:40 GMT 2022","19732","Test checkoutFlow","SG","","","","SG Test Address page",""
"passed","Thu Dec 29 00:50:49 GMT 2022","Thu Dec 29 00:51:37 GMT 2022","48062","Test checkoutFlow","AU","","","","AU Add product to cart",""
"passed","Thu Dec 29 01:00:56 GMT 2022","Thu Dec 29 01:00:57 GMT 2022","1197","","Test DLPL1 - pageView","","","","Test US_HPG",""
"passed","Thu Dec 29 00:53:57 GMT 2022","Thu Dec 29 00:54:14 GMT 2022","17281","Test checkoutFlow","SG","","","","SG Test Payment page",""
"passed","Thu Dec 29 01:00:20 GMT 2022","Thu Dec 29 01:00:25 GMT 2022","5374","","Test DLPL1 - pageView","","","","Test AU_BLOG",""
"passed","Thu Dec 29 00:59:25 GMT 2022","Thu Dec 29 00:59:38 GMT 2022","13312","","Test DLE4 - softFilter","","","","SG Test soft filter",""
"passed","Thu Dec 29 00:57:44 GMT 2022","Thu Dec 29 00:57:54 GMT 2022","9942","","Test DLE1 - productImpression","","","","Test US productImpression",""
"passed","Thu Dec 29 01:07:36 GMT 2022","Thu Dec 29 01:08:17 GMT 2022","41483","","Test PDP GTM","","","","test US bundle",""
"passed","Thu Dec 29 00:58:12 GMT 2022","Thu Dec 29 00:58:23 GMT 2022","11195","","Test DLE3 - productClick","","","","Test AU productClick",""
