"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 15 01:04:51 GMT 2023","Wed Mar 15 01:04:53 GMT 2023","1786","","Test DLPL1 - pageView","","","","Test SG_HPG",""
"failed","Wed Mar 15 01:06:49 GMT 2023","Wed Mar 15 01:07:31 GMT 2023","41360","","Test PDP GTM","","","","Trigger AU configurable",""
"passed","Wed Mar 15 00:59:59 GMT 2023","Wed Mar 15 01:00:16 GMT 2023","17074","Test checkoutFlow","US","","","","US Delete address & cart",""
"passed","Wed Mar 15 01:04:37 GMT 2023","Wed Mar 15 01:04:43 GMT 2023","6810","","Test DLPL1 - pageView","","","","Test AU_BLOG",""
"passed","Wed Mar 15 01:03:32 GMT 2023","Wed Mar 15 01:03:45 GMT 2023","13179","","Test DLE4 - softFilter","","","","AU Test soft filter",""
"failed","Wed Mar 15 00:58:37 GMT 2023","Wed Mar 15 00:59:10 GMT 2023","33304","Test checkoutFlow","US","","","","US Test Address page",""
"passed","Wed Mar 15 01:01:58 GMT 2023","Wed Mar 15 01:02:09 GMT 2023","11068","","Test DLE1 - productImpression","","","","Test SG productImpression",""
"passed","Wed Mar 15 01:02:51 GMT 2023","Wed Mar 15 01:03:02 GMT 2023","11669","","Test DLE3 - productClick","","","","Test SG productClick",""
"passed","Wed Mar 15 01:03:46 GMT 2023","Wed Mar 15 01:03:59 GMT 2023","13853","","Test DLE4 - softFilter","","","","SG Test soft filter",""
"passed","Wed Mar 15 01:04:25 GMT 2023","Wed Mar 15 01:04:36 GMT 2023","11513","","Test DLPL1 - pageView","","","","Test AU_CATEGORY",""
"failed","Wed Mar 15 00:53:50 GMT 2023","Wed Mar 15 00:54:18 GMT 2023","27721","Test checkoutFlow","AU","","","","AU Test Address page",""
"passed","Wed Mar 15 01:09:29 GMT 2023","Wed Mar 15 01:10:00 GMT 2023","30861","","Test PDP GTM","","","","Test SG configurable",""
"passed","Wed Mar 15 01:08:40 GMT 2023","Wed Mar 15 01:09:12 GMT 2023","31930","","Test PDP GTM","","","","Test SG bundle",""
"failed","Wed Mar 15 00:56:12 GMT 2023","Wed Mar 15 00:56:46 GMT 2023","33761","Test checkoutFlow","SG","","","","SG Test Address page",""
"passed","Wed Mar 15 01:05:25 GMT 2023","Wed Mar 15 01:05:30 GMT 2023","5175","","Test DLPL1 - pageView","","","","Test US_TRADE",""
"failed","Wed Mar 15 00:54:43 GMT 2023","Wed Mar 15 00:55:08 GMT 2023","24723","Test checkoutFlow","AU","","","","AU Test Payment page",""
