"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 12 00:58:00 GMT 2022","Mon Dec 12 00:58:28 GMT 2022","27339","Test checkoutFlow","US","","","","US Add product to cart",""
"failed","Mon Dec 12 00:59:11 GMT 2022","Mon Dec 12 00:59:32 GMT 2022","21183","Test checkoutFlow","US","","","","US Test Payment page",""
"passed","Mon Dec 12 01:04:38 GMT 2022","Mon Dec 12 01:04:46 GMT 2022","7295","","Test DLPL1 - pageView","","","","Test SG_BLOG",""
"passed","Mon Dec 12 01:04:06 GMT 2022","Mon Dec 12 01:04:14 GMT 2022","8001","","Test DLPL1 - pageView","","","","Test AU_CATEGORY",""
"passed","Mon Dec 12 01:05:39 GMT 2022","Mon Dec 12 01:06:20 GMT 2022","40680","","Test PDP GTM","","","","Test AU bundle",""
"passed","Mon Dec 12 01:01:44 GMT 2022","Mon Dec 12 01:01:52 GMT 2022","7644","","Test DLE1 - productImpression","","","","Test US productImpression",""
"passed","Mon Dec 12 01:03:21 GMT 2022","Mon Dec 12 01:03:36 GMT 2022","14318","","Test DLE4 - softFilter","","","","SG Test soft filter",""
"passed","Mon Dec 12 01:01:19 GMT 2022","Mon Dec 12 01:01:30 GMT 2022","10805","","Test DLE1 - productImpression","","","","Test AU productImpression",""
"passed","Mon Dec 12 01:02:33 GMT 2022","Mon Dec 12 01:02:41 GMT 2022","8305","","Test DLE3 - productClick","","","","Test US productClick",""
"passed","Mon Dec 12 00:56:24 GMT 2022","Mon Dec 12 00:56:56 GMT 2022","31959","Test checkoutFlow","SG","","","","SG Add product to cart",""
"passed","Mon Dec 12 01:05:01 GMT 2022","Mon Dec 12 01:05:05 GMT 2022","4860","","Test DLPL1 - pageView","","","","Test US_BLOG",""
"passed","Mon Dec 12 01:09:29 GMT 2022","Mon Dec 12 01:10:03 GMT 2022","34384","","Test PDP GTM","","","","Test SG configurable",""
"passed","Mon Dec 12 01:04:46 GMT 2022","Mon Dec 12 01:04:54 GMT 2022","8513","","Test DLPL1 - pageView","","","","Test SG_TRADE",""
"passed","Mon Dec 12 01:04:27 GMT 2022","Mon Dec 12 01:04:29 GMT 2022","1643","","Test DLPL1 - pageView","","","","Test SG_HPG",""
"passed","Mon Dec 12 00:55:33 GMT 2022","Mon Dec 12 00:55:54 GMT 2022","21374","Test checkoutFlow","AU","","","","AU Test Shipping Method page",""
"passed","Mon Dec 12 01:02:11 GMT 2022","Mon Dec 12 01:02:22 GMT 2022","10372","","Test DLE3 - productClick","","","","Test AU productClick",""
"passed","Mon Dec 12 01:01:30 GMT 2022","Mon Dec 12 01:01:44 GMT 2022","14234","","Test DLE1 - productImpression","","","","Test SG productImpression",""
"passed","Mon Dec 12 00:59:32 GMT 2022","Mon Dec 12 00:59:43 GMT 2022","10307","Test checkoutFlow","US","","","","US Delete address & cart",""
"passed","Mon Dec 12 00:58:28 GMT 2022","Mon Dec 12 00:58:46 GMT 2022","18361","Test checkoutFlow","US","","","","US Test Address page",""
"passed","Mon Dec 12 01:04:21 GMT 2022","Mon Dec 12 01:04:27 GMT 2022","6349","","Test DLPL1 - pageView","","","","Test AU_TRADE",""
"passed","Mon Dec 12 00:56:14 GMT 2022","Mon Dec 12 00:56:24 GMT 2022","10436","Test checkoutFlow","AU","","","","AU Delete address & cart",""
"passed","Mon Dec 12 01:11:06 GMT 2022","Mon Dec 12 01:11:39 GMT 2022","33930","","Test PDP GTM","","","","test US bundle",""
