"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 02 01:02:58 GMT 2023","Thu Feb 02 01:02:59 GMT 2023","1519","","Test DLPL1 - pageView","","","","Test SG_HPG",""
"passed","Thu Feb 02 00:59:08 GMT 2023","Thu Feb 02 00:59:23 GMT 2023","14580","Test checkoutFlow","US","","","","US Delete address & cart",""
"failed","Thu Feb 02 00:54:49 GMT 2023","Thu Feb 02 00:55:11 GMT 2023","22250","Test checkoutFlow","AU","","","","AU Delete address & cart",""
"passed","Thu Feb 02 01:00:53 GMT 2023","Thu Feb 02 01:01:01 GMT 2023","7776","","Test DLE1 - productImpression","","","","Test US productImpression",""
"passed","Thu Feb 02 01:08:08 GMT 2023","Thu Feb 02 01:08:36 GMT 2023","28422","","Test PDP GTM","","","","test US bundle",""
"passed","Thu Feb 02 01:02:18 GMT 2023","Thu Feb 02 01:02:27 GMT 2023","9723","","Test DLE4 - softFilter","","","","US Test soft filter",""
"failed","Thu Feb 02 00:55:43 GMT 2023","Thu Feb 02 00:56:15 GMT 2023","31379","Test checkoutFlow","SG","","","","SG Test Address page",""
"failed","Thu Feb 02 01:04:35 GMT 2023","Thu Feb 02 01:05:12 GMT 2023","37572","","Test PDP GTM","","","","Trigger AU configurable",""
"passed","Thu Feb 02 01:03:06 GMT 2023","Thu Feb 02 01:03:11 GMT 2023","4990","","Test DLPL1 - pageView","","","","Test SG_BLOG",""
"passed","Thu Feb 02 01:02:53 GMT 2023","Thu Feb 02 01:02:58 GMT 2023","4577","","Test DLPL1 - pageView","","","","Test AU_TRADE",""
"passed","Thu Feb 02 01:02:07 GMT 2023","Thu Feb 02 01:02:17 GMT 2023","10123","","Test DLE4 - softFilter","","","","SG Test soft filter",""
"passed","Thu Feb 02 01:09:36 GMT 2023","Thu Feb 02 01:10:06 GMT 2023","30027","","Test PDP GTM","","","","Trigger US simple",""
"failed","Thu Feb 02 00:58:45 GMT 2023","Thu Feb 02 00:59:08 GMT 2023","23777","Test checkoutFlow","US","","","","US Test Payment page",""
"passed","Thu Feb 02 01:08:53 GMT 2023","Thu Feb 02 01:09:22 GMT 2023","29017","","Test PDP GTM","","","","Test US configurable",""
"passed","Thu Feb 02 00:55:11 GMT 2023","Thu Feb 02 00:55:43 GMT 2023","31706","Test checkoutFlow","SG","","","","SG Add product to cart",""
"passed","Thu Feb 02 01:03:11 GMT 2023","Thu Feb 02 01:03:15 GMT 2023","4268","","Test DLPL1 - pageView","","","","Test SG_TRADE",""
"passed","Thu Feb 02 01:07:36 GMT 2023","Thu Feb 02 01:07:56 GMT 2023","20483","","Test PDP GTM","","","","Trigger SG simple",""
"passed","Thu Feb 02 01:03:25 GMT 2023","Thu Feb 02 01:03:29 GMT 2023","4170","","Test DLPL1 - pageView","","","","Test US_TRADE",""
"passed","Thu Feb 02 01:03:15 GMT 2023","Thu Feb 02 01:03:16 GMT 2023","1080","","Test DLPL1 - pageView","","","","Test US_HPG",""
"failed","Thu Feb 02 01:03:47 GMT 2023","Thu Feb 02 01:04:20 GMT 2023","33592","","Test PDP GTM","","","","Test AU bundle",""
"passed","Thu Feb 02 01:02:59 GMT 2023","Thu Feb 02 01:03:06 GMT 2023","6438","","Test DLPL1 - pageView","","","","Test SG_CATEGORY",""
"passed","Thu Feb 02 01:06:54 GMT 2023","Thu Feb 02 01:07:21 GMT 2023","26912","","Test PDP GTM","","","","Test SG configurable",""
"passed","Thu Feb 02 01:02:40 GMT 2023","Thu Feb 02 01:02:41 GMT 2023","1353","","Test DLPL1 - pageView","","","","Test AU_HPG",""
