"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jan 28 01:03:37 GMT 2023","Sat Jan 28 01:03:44 GMT 2023","6849","","Test DLPL1 - pageView","","","","Test AU_TRADE",""
"passed","Sat Jan 28 01:04:09 GMT 2023","Sat Jan 28 01:04:10 GMT 2023","920","","Test DLPL1 - pageView","","","","Test US_HPG",""
"passed","Sat Jan 28 01:03:44 GMT 2023","Sat Jan 28 01:03:46 GMT 2023","1578","","Test DLPL1 - pageView","","","","Test SG_HPG",""
"passed","Sat Jan 28 01:05:37 GMT 2023","Sat Jan 28 01:06:14 GMT 2023","36908","","Test PDP GTM","","","","Trigger AU configurable",""
"passed","Sat Jan 28 01:01:40 GMT 2023","Sat Jan 28 01:01:54 GMT 2023","13873","","Test DLE3 - productClick","","","","Test AU productClick",""
"passed","Sat Jan 28 01:10:09 GMT 2023","Sat Jan 28 01:10:43 GMT 2023","33511","","Test PDP GTM","","","","Test US configurable",""
"passed","Sat Jan 28 01:08:01 GMT 2023","Sat Jan 28 01:08:32 GMT 2023","30830","","Test PDP GTM","","","","Test SG configurable",""
"passed","Sat Jan 28 01:06:33 GMT 2023","Sat Jan 28 01:07:00 GMT 2023","27405","","Test PDP GTM","","","","Trigger AU simple",""
"passed","Sat Jan 28 01:02:31 GMT 2023","Sat Jan 28 01:02:44 GMT 2023","13342","","Test DLE4 - softFilter","","","","AU Test soft filter",""
"passed","Sat Jan 28 01:02:05 GMT 2023","Sat Jan 28 01:02:13 GMT 2023","7721","","Test DLE3 - productClick","","","","Test US productClick",""
"passed","Sat Jan 28 01:03:46 GMT 2023","Sat Jan 28 01:03:55 GMT 2023","9582","","Test DLPL1 - pageView","","","","Test SG_CATEGORY",""
"failed","Sat Jan 28 00:54:12 GMT 2023","Sat Jan 28 00:54:36 GMT 2023","24095","Test checkoutFlow","AU","","","","AU Delete address & cart",""
"failed","Sat Jan 28 00:52:57 GMT 2023","Sat Jan 28 00:53:23 GMT 2023","26462","Test checkoutFlow","AU","","","","AU Test Address page",""
"passed","Sat Jan 28 01:02:44 GMT 2023","Sat Jan 28 01:02:57 GMT 2023","12994","","Test DLE4 - softFilter","","","","SG Test soft filter",""
"passed","Sat Jan 28 01:03:29 GMT 2023","Sat Jan 28 01:03:37 GMT 2023","7761","","Test DLPL1 - pageView","","","","Test AU_BLOG",""
"passed","Sat Jan 28 01:08:48 GMT 2023","Sat Jan 28 01:09:12 GMT 2023","23511","","Test PDP GTM","","","","Trigger SG simple",""
"passed","Sat Jan 28 01:04:15 GMT 2023","Sat Jan 28 01:04:19 GMT 2023","3862","","Test DLPL1 - pageView","","","","Test US_BLOG",""
"passed","Sat Jan 28 01:03:21 GMT 2023","Sat Jan 28 01:03:22 GMT 2023","749","","Test DLPL1 - pageView","","","","Test AU_HPG",""
"passed","Sat Jan 28 01:01:07 GMT 2023","Sat Jan 28 01:01:17 GMT 2023","9984","","Test DLE1 - productImpression","","","","Test SG productImpression",""
"passed","Sat Jan 28 01:01:17 GMT 2023","Sat Jan 28 01:01:24 GMT 2023","6553","","Test DLE1 - productImpression","","","","Test US productImpression",""
"passed","Sat Jan 28 01:09:24 GMT 2023","Sat Jan 28 01:09:55 GMT 2023","30703","","Test PDP GTM","","","","test US bundle",""
"passed","Sat Jan 28 01:04:19 GMT 2023","Sat Jan 28 01:04:24 GMT 2023","4979","","Test DLPL1 - pageView","","","","Test US_TRADE",""
"failed","Sat Jan 28 00:55:14 GMT 2023","Sat Jan 28 00:55:51 GMT 2023","36133","Test checkoutFlow","SG","","","","SG Test Address page",""
"failed","Sat Jan 28 00:57:43 GMT 2023","Sat Jan 28 00:58:17 GMT 2023","34617","Test checkoutFlow","US","","","","US Test Address page",""
"passed","Sat Jan 28 01:04:02 GMT 2023","Sat Jan 28 01:04:09 GMT 2023","6817","","Test DLPL1 - pageView","","","","Test SG_TRADE",""
"failed","Sat Jan 28 00:58:17 GMT 2023","Sat Jan 28 00:58:42 GMT 2023","24470","Test checkoutFlow","US","","","","US Test Shipping Method page",""
"passed","Sat Jan 28 00:57:00 GMT 2023","Sat Jan 28 00:57:42 GMT 2023","42339","Test checkoutFlow","US","","","","US Add product to cart",""
"passed","Sat Jan 28 00:54:36 GMT 2023","Sat Jan 28 00:55:14 GMT 2023","38094","Test checkoutFlow","SG","","","","SG Add product to cart",""
"passed","Sat Jan 28 01:04:46 GMT 2023","Sat Jan 28 01:05:20 GMT 2023","34155","","Test PDP GTM","","","","Test AU bundle",""
"passed","Sat Jan 28 00:59:09 GMT 2023","Sat Jan 28 00:59:27 GMT 2023","18678","Test checkoutFlow","US","","","","US Delete address & cart",""
"passed","Sat Jan 28 01:03:55 GMT 2023","Sat Jan 28 01:04:02 GMT 2023","6532","","Test DLPL1 - pageView","","","","Test SG_BLOG",""
"failed","Sat Jan 28 00:58:42 GMT 2023","Sat Jan 28 00:59:08 GMT 2023","26798","Test checkoutFlow","US","","","","US Test Payment page",""
"passed","Sat Jan 28 01:00:59 GMT 2023","Sat Jan 28 01:01:07 GMT 2023","8300","","Test DLE1 - productImpression","","","","Test AU productImpression",""
"failed","Sat Jan 28 00:55:51 GMT 2023","Sat Jan 28 00:56:17 GMT 2023","26057","Test checkoutFlow","SG","","","","SG Test Shipping Method page",""
"passed","Sat Jan 28 01:07:17 GMT 2023","Sat Jan 28 01:07:45 GMT 2023","28755","","Test PDP GTM","","","","Test SG bundle",""
"passed","Sat Jan 28 01:04:10 GMT 2023","Sat Jan 28 01:04:15 GMT 2023","5320","","Test DLPL1 - pageView","","","","Test US_CATEGORY",""
"passed","Sat Jan 28 00:56:43 GMT 2023","Sat Jan 28 00:56:59 GMT 2023","16113","Test checkoutFlow","SG","","","","SG Delete address & cart",""
"failed","Sat Jan 28 00:53:23 GMT 2023","Sat Jan 28 00:53:48 GMT 2023","24428","Test checkoutFlow","AU","","","","AU Test Shipping Method page",""
"failed","Sat Jan 28 00:52:10 GMT 2023","Sat Jan 28 00:52:57 GMT 2023","46136","Test checkoutFlow","AU","","","","AU Add product to cart",""
"failed","Sat Jan 28 00:53:48 GMT 2023","Sat Jan 28 00:54:12 GMT 2023","23993","Test checkoutFlow","AU","","","","AU Test Payment page",""
"passed","Sat Jan 28 01:10:57 GMT 2023","Sat Jan 28 01:11:22 GMT 2023","24995","","Test PDP GTM","","","","Trigger US simple",""
"passed","Sat Jan 28 01:03:22 GMT 2023","Sat Jan 28 01:03:29 GMT 2023","7214","","Test DLPL1 - pageView","","","","Test AU_CATEGORY",""
"passed","Sat Jan 28 01:02:58 GMT 2023","Sat Jan 28 01:03:07 GMT 2023","9351","","Test DLE4 - softFilter","","","","US Test soft filter",""
"failed","Sat Jan 28 00:56:17 GMT 2023","Sat Jan 28 00:56:43 GMT 2023","25996","Test checkoutFlow","SG","","","","SG Test Payment page",""
"passed","Sat Jan 28 01:01:54 GMT 2023","Sat Jan 28 01:02:05 GMT 2023","10503","","Test DLE3 - productClick","","","","Test SG productClick",""
