"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 13 01:08:42 GMT 2023","Mon Feb 13 01:08:48 GMT 2023","5373","","Test DLPL1 - pageView","","","","Test US_TRADE",""
"passed","Mon Feb 13 01:05:47 GMT 2023","Mon Feb 13 01:06:00 GMT 2023","13356","","Test DLE3 - productClick","","","","Test AU productClick",""
"passed","Mon Feb 13 01:06:12 GMT 2023","Mon Feb 13 01:06:22 GMT 2023","10014","","Test DLE3 - productClick","","","","Test US productClick",""
"failed","Mon Feb 13 00:55:58 GMT 2023","Mon Feb 13 00:56:25 GMT 2023","27229","Test checkoutFlow","AU","","","","AU Test Address page",""
"passed","Mon Feb 13 01:08:28 GMT 2023","Mon Feb 13 01:08:29 GMT 2023","1267","","Test DLPL1 - pageView","","","","Test US_HPG",""
"passed","Mon Feb 13 01:08:05 GMT 2023","Mon Feb 13 01:08:14 GMT 2023","8749","","Test DLPL1 - pageView","","","","Test SG_CATEGORY",""
"passed","Mon Feb 13 01:13:45 GMT 2023","Mon Feb 13 01:14:10 GMT 2023","25867","","Test PDP GTM","","","","Trigger SG simple",""
"failed","Mon Feb 13 01:09:12 GMT 2023","Mon Feb 13 01:09:49 GMT 2023","36951","","Test PDP GTM","","","","Test AU bundle",""
"failed","Mon Feb 13 00:59:05 GMT 2023","Mon Feb 13 00:59:33 GMT 2023","27428","Test checkoutFlow","SG","","","","SG Test Shipping Method page",""
"passed","Mon Feb 13 01:02:55 GMT 2023","Mon Feb 13 01:03:16 GMT 2023","21603","Test checkoutFlow","US","","","","US Delete address & cart",""
"passed","Mon Feb 13 01:08:37 GMT 2023","Mon Feb 13 01:08:42 GMT 2023","5386","","Test DLPL1 - pageView","","","","Test US_BLOG",""
"passed","Mon Feb 13 01:07:37 GMT 2023","Mon Feb 13 01:07:39 GMT 2023","1324","","Test DLPL1 - pageView","","","","Test AU_HPG",""
"failed","Mon Feb 13 00:59:33 GMT 2023","Mon Feb 13 01:00:01 GMT 2023","28332","Test checkoutFlow","SG","","","","SG Test Payment page",""
"passed","Mon Feb 13 01:15:15 GMT 2023","Mon Feb 13 01:15:52 GMT 2023","36919","","Test PDP GTM","","","","Test US configurable",""
"failed","Mon Feb 13 01:05:21 GMT 2023","Mon Feb 13 01:05:30 GMT 2023","9095","","Test DLE1 - productImpression","","","","Test US productImpression",""
"passed","Mon Feb 13 01:16:08 GMT 2023","Mon Feb 13 01:16:36 GMT 2023","27739","","Test PDP GTM","","","","Trigger US simple",""
"passed","Mon Feb 13 01:07:10 GMT 2023","Mon Feb 13 01:07:22 GMT 2023","11909","","Test DLE4 - softFilter","","","","US Test soft filter",""
"failed","Mon Feb 13 00:57:16 GMT 2023","Mon Feb 13 00:57:42 GMT 2023","25543","Test checkoutFlow","AU","","","","AU Delete address & cart",""
"failed","Mon Feb 13 00:56:50 GMT 2023","Mon Feb 13 00:57:16 GMT 2023","25898","Test checkoutFlow","AU","","","","AU Test Payment page",""
"passed","Mon Feb 13 01:12:51 GMT 2023","Mon Feb 13 01:13:26 GMT 2023","35561","","Test PDP GTM","","","","Test SG configurable",""
"passed","Mon Feb 13 01:08:29 GMT 2023","Mon Feb 13 01:08:37 GMT 2023","7590","","Test DLPL1 - pageView","","","","Test US_CATEGORY",""
"passed","Mon Feb 13 01:00:23 GMT 2023","Mon Feb 13 01:01:20 GMT 2023","56667","Test checkoutFlow","US","","","","US Add product to cart",""
"failed","Mon Feb 13 00:56:25 GMT 2023","Mon Feb 13 00:56:50 GMT 2023","25365","Test checkoutFlow","AU","","","","AU Test Shipping Method page",""
"passed","Mon Feb 13 01:08:20 GMT 2023","Mon Feb 13 01:08:28 GMT 2023","7307","","Test DLPL1 - pageView","","","","Test SG_TRADE",""
"passed","Mon Feb 13 01:06:00 GMT 2023","Mon Feb 13 01:06:12 GMT 2023","12125","","Test DLE3 - productClick","","","","Test SG productClick",""
"passed","Mon Feb 13 01:05:10 GMT 2023","Mon Feb 13 01:05:21 GMT 2023","10732","","Test DLE1 - productImpression","","","","Test SG productImpression",""
"failed","Mon Feb 13 01:02:26 GMT 2023","Mon Feb 13 01:02:55 GMT 2023","28439","Test checkoutFlow","US","","","","US Test Payment page",""
"passed","Mon Feb 13 01:00:01 GMT 2023","Mon Feb 13 01:00:21 GMT 2023","19520","Test checkoutFlow","SG","","","","SG Delete address & cart",""
"failed","Mon Feb 13 00:55:12 GMT 2023","Mon Feb 13 00:55:58 GMT 2023","46055","Test checkoutFlow","AU","","","","AU Add product to cart",""
"passed","Mon Feb 13 01:06:43 GMT 2023","Mon Feb 13 01:06:56 GMT 2023","13137","","Test DLE4 - softFilter","","","","AU Test soft filter",""
