"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jan 03 00:53:14 GMT 2023","Tue Jan 03 00:53:38 GMT 2023","23679","Test checkoutFlow","SG","","","","SG Test Address page",""
"failed","Tue Jan 03 01:06:30 GMT 2023","Tue Jan 03 01:07:01 GMT 2023","30909","","Test PDP GTM","","","","Test SG configurable",""
"passed","Tue Jan 03 00:50:05 GMT 2023","Tue Jan 03 00:50:57 GMT 2023","51320","Test checkoutFlow","AU","","","","AU Add product to cart",""
"passed","Tue Jan 03 01:01:22 GMT 2023","Tue Jan 03 01:01:24 GMT 2023","2093","","Test DLPL1 - pageView","","","","Test SG_HPG",""
"passed","Tue Jan 03 00:58:12 GMT 2023","Tue Jan 03 00:58:22 GMT 2023","10329","","Test DLE1 - productImpression","","","","Test AU productImpression",""
"passed","Tue Jan 03 00:59:15 GMT 2023","Tue Jan 03 00:59:27 GMT 2023","11662","","Test DLE3 - productClick","","","","Test SG productClick",""
"passed","Tue Jan 03 01:01:32 GMT 2023","Tue Jan 03 01:01:39 GMT 2023","6698","","Test DLPL1 - pageView","","","","Test SG_BLOG",""
"passed","Tue Jan 03 00:56:02 GMT 2023","Tue Jan 03 00:56:21 GMT 2023","19125","Test checkoutFlow","US","","","","US Test Payment page",""
"passed","Tue Jan 03 01:01:24 GMT 2023","Tue Jan 03 01:01:32 GMT 2023","8525","","Test DLPL1 - pageView","","","","Test SG_CATEGORY",""
"passed","Tue Jan 03 00:53:38 GMT 2023","Tue Jan 03 00:54:00 GMT 2023","21588","Test checkoutFlow","SG","","","","SG Test Shipping Method page",""
"passed","Tue Jan 03 01:02:00 GMT 2023","Tue Jan 03 01:02:07 GMT 2023","6096","","Test DLPL1 - pageView","","","","Test US_TRADE",""
"failed","Tue Jan 03 00:52:14 GMT 2023","Tue Jan 03 00:52:37 GMT 2023","22690","Test checkoutFlow","AU","","","","AU Delete address & cart",""
"passed","Tue Jan 03 01:00:27 GMT 2023","Tue Jan 03 01:00:40 GMT 2023","12584","","Test DLE4 - softFilter","","","","US Test soft filter",""
"passed","Tue Jan 03 01:08:06 GMT 2023","Tue Jan 03 01:08:50 GMT 2023","43184","","Test PDP GTM","","","","test US bundle",""
"passed","Tue Jan 03 01:05:34 GMT 2023","Tue Jan 03 01:06:10 GMT 2023","36621","","Test PDP GTM","","","","Test SG bundle",""
"passed","Tue Jan 03 01:09:11 GMT 2023","Tue Jan 03 01:09:56 GMT 2023","44054","","Test PDP GTM","","","","Test US configurable",""
"passed","Tue Jan 03 01:00:13 GMT 2023","Tue Jan 03 01:00:27 GMT 2023","13706","","Test DLE4 - softFilter","","","","SG Test soft filter",""
"passed","Tue Jan 03 01:02:32 GMT 2023","Tue Jan 03 01:03:15 GMT 2023","42333","","Test PDP GTM","","","","Test AU bundle",""
"passed","Tue Jan 03 01:10:16 GMT 2023","Tue Jan 03 01:10:49 GMT 2023","32652","","Test PDP GTM","","","","Trigger US simple",""
"passed","Tue Jan 03 00:55:41 GMT 2023","Tue Jan 03 00:56:02 GMT 2023","21067","Test checkoutFlow","US","","","","US Test Shipping Method page",""
"passed","Tue Jan 03 00:54:36 GMT 2023","Tue Jan 03 00:55:17 GMT 2023","40792","Test checkoutFlow","US","","","","US Add product to cart",""
"passed","Tue Jan 03 00:58:22 GMT 2023","Tue Jan 03 00:58:34 GMT 2023","11715","","Test DLE1 - productImpression","","","","Test SG productImpression",""
"failed","Tue Jan 03 00:50:57 GMT 2023","Tue Jan 03 00:51:22 GMT 2023","24742","Test checkoutFlow","AU","","","","AU Test Address page",""
"passed","Tue Jan 03 00:56:21 GMT 2023","Tue Jan 03 00:56:35 GMT 2023","13540","Test checkoutFlow","US","","","","US Delete address & cart",""
"passed","Tue Jan 03 01:01:00 GMT 2023","Tue Jan 03 01:01:08 GMT 2023","8228","","Test DLPL1 - pageView","","","","Test AU_CATEGORY",""
"passed","Tue Jan 03 01:01:55 GMT 2023","Tue Jan 03 01:02:00 GMT 2023","5738","","Test DLPL1 - pageView","","","","Test US_BLOG",""
"passed","Tue Jan 03 00:59:02 GMT 2023","Tue Jan 03 00:59:14 GMT 2023","12702","","Test DLE3 - productClick","","","","Test AU productClick",""
"failed","Tue Jan 03 00:51:22 GMT 2023","Tue Jan 03 00:51:49 GMT 2023","27404","Test checkoutFlow","AU","","","","AU Test Shipping Method page",""
"passed","Tue Jan 03 00:55:17 GMT 2023","Tue Jan 03 00:55:40 GMT 2023","23163","Test checkoutFlow","US","","","","US Test Address page",""
"passed","Tue Jan 03 00:54:22 GMT 2023","Tue Jan 03 00:54:36 GMT 2023","13371","Test checkoutFlow","SG","","","","SG Delete address & cart",""
"passed","Tue Jan 03 00:59:27 GMT 2023","Tue Jan 03 00:59:38 GMT 2023","11094","","Test DLE3 - productClick","","","","Test US productClick",""
"passed","Tue Jan 03 01:04:41 GMT 2023","Tue Jan 03 01:05:14 GMT 2023","33641","","Test PDP GTM","","","","Trigger AU simple",""
"passed","Tue Jan 03 01:01:46 GMT 2023","Tue Jan 03 01:01:48 GMT 2023","1758","","Test DLPL1 - pageView","","","","Test US_HPG",""
"passed","Tue Jan 03 01:00:00 GMT 2023","Tue Jan 03 01:00:12 GMT 2023","12252","","Test DLE4 - softFilter","","","","AU Test soft filter",""
"passed","Tue Jan 03 01:01:08 GMT 2023","Tue Jan 03 01:01:14 GMT 2023","5899","","Test DLPL1 - pageView","","","","Test AU_BLOG",""
"passed","Tue Jan 03 01:01:48 GMT 2023","Tue Jan 03 01:01:55 GMT 2023","6787","","Test DLPL1 - pageView","","","","Test US_CATEGORY",""
"failed","Tue Jan 03 00:51:49 GMT 2023","Tue Jan 03 00:52:14 GMT 2023","24824","Test checkoutFlow","AU","","","","AU Test Payment page",""
