"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 07 01:18:51 GMT 2023","Tue Mar 07 01:19:22 GMT 2023","30802","","Test PDP GTM","","","","test US bundle",""
"passed","Tue Mar 07 01:19:36 GMT 2023","Tue Mar 07 01:20:10 GMT 2023","33668","","Test PDP GTM","","","","Test US configurable",""
"passed","Tue Mar 07 01:10:58 GMT 2023","Tue Mar 07 01:11:07 GMT 2023","9044","","Test DLE1 - productImpression","","","","Test AU productImpression",""
"passed","Tue Mar 07 01:12:44 GMT 2023","Tue Mar 07 01:12:54 GMT 2023","9802","","Test DLE4 - softFilter","","","","US Test soft filter",""
"passed","Tue Mar 07 01:13:42 GMT 2023","Tue Mar 07 01:13:48 GMT 2023","5797","","Test DLPL1 - pageView","","","","Test SG_TRADE",""
"passed","Tue Mar 07 01:11:56 GMT 2023","Tue Mar 07 01:12:05 GMT 2023","9151","","Test DLE3 - productClick","","","","Test US productClick",""
"failed","Tue Mar 07 01:03:33 GMT 2023","Tue Mar 07 01:04:06 GMT 2023","32871","Test checkoutFlow","AU","","","","AU Test Address page",""
"failed","Tue Mar 07 01:06:14 GMT 2023","Tue Mar 07 01:06:39 GMT 2023","24953","Test checkoutFlow","SG","","","","SG Test Shipping Method page",""
"passed","Tue Mar 07 01:05:08 GMT 2023","Tue Mar 07 01:05:41 GMT 2023","33369","Test checkoutFlow","SG","","","","SG Add product to cart",""
"failed","Tue Mar 07 01:05:42 GMT 2023","Tue Mar 07 01:06:14 GMT 2023","32327","Test checkoutFlow","SG","","","","SG Test Address page",""
"passed","Tue Mar 07 01:13:28 GMT 2023","Tue Mar 07 01:13:29 GMT 2023","1610","","Test DLPL1 - pageView","","","","Test SG_HPG",""
"passed","Tue Mar 07 01:11:16 GMT 2023","Tue Mar 07 01:11:24 GMT 2023","7844","","Test DLE1 - productImpression","","","","Test US productImpression",""
"passed","Tue Mar 07 01:12:22 GMT 2023","Tue Mar 07 01:12:33 GMT 2023","10484","","Test DLE4 - softFilter","","","","AU Test soft filter",""
"failed","Tue Mar 07 01:06:39 GMT 2023","Tue Mar 07 01:07:04 GMT 2023","24711","Test checkoutFlow","SG","","","","SG Test Payment page",""
"passed","Tue Mar 07 01:09:23 GMT 2023","Tue Mar 07 01:09:38 GMT 2023","14737","Test checkoutFlow","US","","","","US Delete address & cart",""
"passed","Tue Mar 07 01:07:18 GMT 2023","Tue Mar 07 01:07:58 GMT 2023","40431","Test checkoutFlow","US","","","","US Add product to cart",""
"passed","Tue Mar 07 01:11:47 GMT 2023","Tue Mar 07 01:11:56 GMT 2023","9071","","Test DLE3 - productClick","","","","Test SG productClick",""
"passed","Tue Mar 07 01:11:07 GMT 2023","Tue Mar 07 01:11:16 GMT 2023","9116","","Test DLE1 - productImpression","","","","Test SG productImpression",""
"failed","Tue Mar 07 01:16:07 GMT 2023","Tue Mar 07 01:16:37 GMT 2023","30015","","Test PDP GTM","","","","Trigger AU simple",""
"passed","Tue Mar 07 01:13:07 GMT 2023","Tue Mar 07 01:13:09 GMT 2023","2169","","Test DLPL1 - pageView","","","","Test AU_HPG",""
"failed","Tue Mar 07 01:14:24 GMT 2023","Tue Mar 07 01:14:58 GMT 2023","33911","","Test PDP GTM","","","","Test AU bundle",""
"passed","Tue Mar 07 01:13:55 GMT 2023","Tue Mar 07 01:14:00 GMT 2023","4783","","Test DLPL1 - pageView","","","","Test US_BLOG",""
"passed","Tue Mar 07 01:12:33 GMT 2023","Tue Mar 07 01:12:44 GMT 2023","11256","","Test DLE4 - softFilter","","","","SG Test soft filter",""
