"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 16 00:59:27 GMT 2023","Mon Jan 16 00:59:36 GMT 2023","8568","","Test DLE1 - productImpression","","","","Test SG productImpression",""
"failed","Mon Jan 16 00:57:25 GMT 2023","Mon Jan 16 00:57:50 GMT 2023","25670","Test checkoutFlow","US","","","","US Test Payment page",""
"passed","Mon Jan 16 01:04:43 GMT 2023","Mon Jan 16 01:05:08 GMT 2023","24464","","Test PDP GTM","","","","Test SG bundle",""
"passed","Mon Jan 16 01:01:24 GMT 2023","Mon Jan 16 01:01:26 GMT 2023","1800","","Test DLPL1 - pageView","","","","Test AU_HPG",""
"passed","Mon Jan 16 01:01:50 GMT 2023","Mon Jan 16 01:01:54 GMT 2023","4251","","Test DLPL1 - pageView","","","","Test SG_BLOG",""
"passed","Mon Jan 16 01:00:06 GMT 2023","Mon Jan 16 01:00:16 GMT 2023","10283","","Test DLE3 - productClick","","","","Test SG productClick",""
"passed","Mon Jan 16 00:53:42 GMT 2023","Mon Jan 16 00:54:16 GMT 2023","33879","Test checkoutFlow","SG","","","","SG Add product to cart",""
"passed","Mon Jan 16 01:01:42 GMT 2023","Mon Jan 16 01:01:43 GMT 2023","1452","","Test DLPL1 - pageView","","","","Test SG_HPG",""
"passed","Mon Jan 16 01:01:54 GMT 2023","Mon Jan 16 01:01:59 GMT 2023","4616","","Test DLPL1 - pageView","","","","Test SG_TRADE",""
"failed","Mon Jan 16 00:54:16 GMT 2023","Mon Jan 16 00:54:49 GMT 2023","32745","Test checkoutFlow","SG","","","","SG Test Address page",""
"passed","Mon Jan 16 01:02:34 GMT 2023","Mon Jan 16 01:03:04 GMT 2023","29393","","Test PDP GTM","","","","Test AU bundle",""
"passed","Mon Jan 16 01:01:02 GMT 2023","Mon Jan 16 01:01:11 GMT 2023","9363","","Test DLE4 - softFilter","","","","US Test soft filter",""
"passed","Mon Jan 16 01:02:01 GMT 2023","Mon Jan 16 01:02:07 GMT 2023","6151","","Test DLPL1 - pageView","","","","Test US_CATEGORY",""
"passed","Mon Jan 16 01:02:07 GMT 2023","Mon Jan 16 01:02:11 GMT 2023","4617","","Test DLPL1 - pageView","","","","Test US_BLOG",""
"failed","Mon Jan 16 00:52:58 GMT 2023","Mon Jan 16 00:53:21 GMT 2023","23096","Test checkoutFlow","AU","","","","AU Test Payment page",""
"passed","Mon Jan 16 01:05:21 GMT 2023","Mon Jan 16 01:05:49 GMT 2023","27263","","Test PDP GTM","","","","Test SG configurable",""
"passed","Mon Jan 16 00:59:57 GMT 2023","Mon Jan 16 01:00:06 GMT 2023","8032","","Test DLE3 - productClick","","","","Test AU productClick",""
"failed","Mon Jan 16 00:57:01 GMT 2023","Mon Jan 16 00:57:25 GMT 2023","23485","Test checkoutFlow","US","","","","US Test Shipping Method page",""
"passed","Mon Jan 16 01:00:16 GMT 2023","Mon Jan 16 01:00:25 GMT 2023","8671","","Test DLE3 - productClick","","","","Test US productClick",""
"passed","Mon Jan 16 01:00:51 GMT 2023","Mon Jan 16 01:01:02 GMT 2023","10380","","Test DLE4 - softFilter","","","","SG Test soft filter",""
"passed","Mon Jan 16 01:04:07 GMT 2023","Mon Jan 16 01:04:30 GMT 2023","22988","","Test PDP GTM","","","","Trigger AU simple",""
"passed","Mon Jan 16 00:59:19 GMT 2023","Mon Jan 16 00:59:27 GMT 2023","7839","","Test DLE1 - productImpression","","","","Test AU productImpression",""
"passed","Mon Jan 16 01:01:59 GMT 2023","Mon Jan 16 01:02:01 GMT 2023","1371","","Test DLPL1 - pageView","","","","Test US_HPG",""
"passed","Mon Jan 16 01:01:26 GMT 2023","Mon Jan 16 01:01:32 GMT 2023","6675","","Test DLPL1 - pageView","","","","Test AU_CATEGORY",""
"failed","Mon Jan 16 00:52:35 GMT 2023","Mon Jan 16 00:52:58 GMT 2023","22655","Test checkoutFlow","AU","","","","AU Test Shipping Method page",""
"passed","Mon Jan 16 01:06:03 GMT 2023","Mon Jan 16 01:06:23 GMT 2023","20276","","Test PDP GTM","","","","Trigger SG simple",""
"failed","Mon Jan 16 00:56:29 GMT 2023","Mon Jan 16 00:57:01 GMT 2023","32164","Test checkoutFlow","US","","","","US Test Address page",""
"failed","Mon Jan 16 00:55:13 GMT 2023","Mon Jan 16 00:55:38 GMT 2023","24850","Test checkoutFlow","SG","","","","SG Test Payment page",""
"passed","Mon Jan 16 01:08:03 GMT 2023","Mon Jan 16 01:08:26 GMT 2023","23315","","Test PDP GTM","","","","Trigger US simple",""
"passed","Mon Jan 16 01:01:37 GMT 2023","Mon Jan 16 01:01:42 GMT 2023","4803","","Test DLPL1 - pageView","","","","Test AU_TRADE",""
