"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Feb 03 00:56:27 GMT 2023","Fri Feb 03 00:56:51 GMT 2023","23510","Test checkoutFlow","AU","","","","AU Test Payment page",""
"passed","Fri Feb 03 01:04:36 GMT 2023","Fri Feb 03 01:04:45 GMT 2023","9137","","Test DLE4 - softFilter","","","","AU Test soft filter",""
"passed","Fri Feb 03 01:05:35 GMT 2023","Fri Feb 03 01:05:41 GMT 2023","6174","","Test DLPL1 - pageView","","","","Test AU_TRADE",""
"failed","Fri Feb 03 01:07:25 GMT 2023","Fri Feb 03 01:08:04 GMT 2023","39854","","Test PDP GTM","","","","Trigger AU configurable",""
"failed","Fri Feb 03 01:01:06 GMT 2023","Fri Feb 03 01:01:31 GMT 2023","24612","Test checkoutFlow","US","","","","US Test Payment page",""
"passed","Fri Feb 03 01:06:01 GMT 2023","Fri Feb 03 01:06:06 GMT 2023","5011","","Test DLPL1 - pageView","","","","Test US_CATEGORY",""
"failed","Fri Feb 03 01:00:09 GMT 2023","Fri Feb 03 01:00:42 GMT 2023","33055","Test checkoutFlow","US","","","","US Test Address page",""
"passed","Fri Feb 03 01:04:45 GMT 2023","Fri Feb 03 01:04:56 GMT 2023","11035","","Test DLE4 - softFilter","","","","SG Test soft filter",""
"passed","Fri Feb 03 01:11:13 GMT 2023","Fri Feb 03 01:11:45 GMT 2023","32370","","Test PDP GTM","","","","test US bundle",""
"failed","Fri Feb 03 00:56:51 GMT 2023","Fri Feb 03 00:57:13 GMT 2023","21969","Test checkoutFlow","AU","","","","AU Delete address & cart",""
"passed","Fri Feb 03 01:06:09 GMT 2023","Fri Feb 03 01:06:14 GMT 2023","4548","","Test DLPL1 - pageView","","","","Test US_TRADE",""
"passed","Fri Feb 03 00:59:12 GMT 2023","Fri Feb 03 00:59:27 GMT 2023","14780","Test checkoutFlow","SG","","","","SG Delete address & cart",""
"passed","Fri Feb 03 01:09:09 GMT 2023","Fri Feb 03 01:09:37 GMT 2023","27773","","Test PDP GTM","","","","Test SG bundle",""
"passed","Fri Feb 03 01:03:50 GMT 2023","Fri Feb 03 01:04:00 GMT 2023","9117","","Test DLE3 - productClick","","","","Test AU productClick",""
"passed","Fri Feb 03 01:05:21 GMT 2023","Fri Feb 03 01:05:29 GMT 2023","7319","","Test DLPL1 - pageView","","","","Test AU_CATEGORY",""
"failed","Fri Feb 03 00:58:46 GMT 2023","Fri Feb 03 00:59:12 GMT 2023","25690","Test checkoutFlow","SG","","","","SG Test Payment page",""
"failed","Fri Feb 03 01:08:21 GMT 2023","Fri Feb 03 01:08:53 GMT 2023","31630","","Test PDP GTM","","","","Trigger AU simple",""
"passed","Fri Feb 03 01:10:37 GMT 2023","Fri Feb 03 01:11:00 GMT 2023","22233","","Test PDP GTM","","","","Trigger SG simple",""
"failed","Fri Feb 03 00:56:04 GMT 2023","Fri Feb 03 00:56:27 GMT 2023","23580","Test checkoutFlow","AU","","","","AU Test Shipping Method page",""
"passed","Fri Feb 03 01:05:42 GMT 2023","Fri Feb 03 01:05:50 GMT 2023","7146","","Test DLPL1 - pageView","","","","Test SG_CATEGORY",""
"passed","Fri Feb 03 01:05:54 GMT 2023","Fri Feb 03 01:06:00 GMT 2023","5695","","Test DLPL1 - pageView","","","","Test SG_TRADE",""
"passed","Fri Feb 03 00:59:27 GMT 2023","Fri Feb 03 01:00:09 GMT 2023","41391","Test checkoutFlow","US","","","","US Add product to cart",""
"passed","Fri Feb 03 01:12:48 GMT 2023","Fri Feb 03 01:13:12 GMT 2023","23957","","Test PDP GTM","","","","Trigger US simple",""
"failed","Fri Feb 03 01:00:42 GMT 2023","Fri Feb 03 01:01:06 GMT 2023","24125","Test checkoutFlow","US","","","","US Test Shipping Method page",""
"failed","Fri Feb 03 00:57:48 GMT 2023","Fri Feb 03 00:58:21 GMT 2023","32975","Test checkoutFlow","SG","","","","SG Test Address page",""
"failed","Fri Feb 03 00:58:21 GMT 2023","Fri Feb 03 00:58:46 GMT 2023","25563","Test checkoutFlow","SG","","","","SG Test Shipping Method page",""
"failed","Fri Feb 03 00:54:56 GMT 2023","Fri Feb 03 00:55:38 GMT 2023","41535","Test checkoutFlow","AU","","","","AU Add product to cart",""
"passed","Fri Feb 03 01:09:52 GMT 2023","Fri Feb 03 01:10:22 GMT 2023","30253","","Test PDP GTM","","","","Test SG configurable",""
"passed","Fri Feb 03 01:05:41 GMT 2023","Fri Feb 03 01:05:42 GMT 2023","1528","","Test DLPL1 - pageView","","","","Test SG_HPG",""
"passed","Fri Feb 03 01:04:10 GMT 2023","Fri Feb 03 01:04:19 GMT 2023","8836","","Test DLE3 - productClick","","","","Test US productClick",""
"passed","Fri Feb 03 01:06:06 GMT 2023","Fri Feb 03 01:06:09 GMT 2023","3257","","Test DLPL1 - pageView","","","","Test US_BLOG",""
"passed","Fri Feb 03 01:05:29 GMT 2023","Fri Feb 03 01:05:35 GMT 2023","6102","","Test DLPL1 - pageView","","","","Test AU_BLOG",""
"passed","Fri Feb 03 01:05:20 GMT 2023","Fri Feb 03 01:05:21 GMT 2023","1376","","Test DLPL1 - pageView","","","","Test AU_HPG",""
"passed","Fri Feb 03 01:04:57 GMT 2023","Fri Feb 03 01:05:06 GMT 2023","9783","","Test DLE4 - softFilter","","","","US Test soft filter",""
"passed","Fri Feb 03 01:04:00 GMT 2023","Fri Feb 03 01:04:10 GMT 2023","10785","","Test DLE3 - productClick","","","","Test SG productClick",""
"passed","Fri Feb 03 01:03:19 GMT 2023","Fri Feb 03 01:03:29 GMT 2023","9996","","Test DLE1 - productImpression","","","","Test SG productImpression",""
"failed","Fri Feb 03 01:06:34 GMT 2023","Fri Feb 03 01:07:09 GMT 2023","34893","","Test PDP GTM","","","","Test AU bundle",""
"passed","Fri Feb 03 01:12:00 GMT 2023","Fri Feb 03 01:12:33 GMT 2023","33465","","Test PDP GTM","","","","Test US configurable",""
"passed","Fri Feb 03 00:57:13 GMT 2023","Fri Feb 03 00:57:47 GMT 2023","34410","Test checkoutFlow","SG","","","","SG Add product to cart",""
"passed","Fri Feb 03 01:06:00 GMT 2023","Fri Feb 03 01:06:01 GMT 2023","786","","Test DLPL1 - pageView","","","","Test US_HPG",""
"passed","Fri Feb 03 01:05:50 GMT 2023","Fri Feb 03 01:05:54 GMT 2023","4663","","Test DLPL1 - pageView","","","","Test SG_BLOG",""
"failed","Fri Feb 03 00:55:38 GMT 2023","Fri Feb 03 00:56:04 GMT 2023","25925","Test checkoutFlow","AU","","","","AU Test Address page",""
