"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 14 01:06:27 GMT 2023","Tue Feb 14 01:06:29 GMT 2023","1787","","Test DLPL1 - pageView","","","","Test SG_HPG",""
"failed","Tue Feb 14 00:58:29 GMT 2023","Tue Feb 14 00:58:55 GMT 2023","26228","Test checkoutFlow","SG","","","","SG Test Shipping Method page",""
"passed","Tue Feb 14 01:06:03 GMT 2023","Tue Feb 14 01:06:04 GMT 2023","891","","Test DLPL1 - pageView","","","","Test AU_HPG",""
"passed","Tue Feb 14 01:12:57 GMT 2023","Tue Feb 14 01:13:29 GMT 2023","31820","","Test PDP GTM","","","","Test US configurable",""
"passed","Tue Feb 14 01:06:13 GMT 2023","Tue Feb 14 01:06:19 GMT 2023","6587","","Test DLPL1 - pageView","","","","Test AU_BLOG",""
"passed","Tue Feb 14 01:06:50 GMT 2023","Tue Feb 14 01:06:58 GMT 2023","7405","","Test DLPL1 - pageView","","","","Test US_CATEGORY",""
"passed","Tue Feb 14 01:04:22 GMT 2023","Tue Feb 14 01:04:33 GMT 2023","10486","","Test DLE3 - productClick","","","","Test AU productClick",""
"passed","Tue Feb 14 01:13:43 GMT 2023","Tue Feb 14 01:14:08 GMT 2023","24840","","Test PDP GTM","","","","Trigger US simple",""
"passed","Tue Feb 14 01:12:10 GMT 2023","Tue Feb 14 01:12:42 GMT 2023","32110","","Test PDP GTM","","","","test US bundle",""
"passed","Tue Feb 14 01:05:24 GMT 2023","Tue Feb 14 01:05:37 GMT 2023","12660","","Test DLE4 - softFilter","","","","SG Test soft filter",""
"failed","Tue Feb 14 00:58:55 GMT 2023","Tue Feb 14 00:59:21 GMT 2023","26565","Test checkoutFlow","SG","","","","SG Test Payment page",""
"passed","Tue Feb 14 01:03:59 GMT 2023","Tue Feb 14 01:04:07 GMT 2023","8169","","Test DLE1 - productImpression","","","","Test US productImpression",""
"passed","Tue Feb 14 01:04:33 GMT 2023","Tue Feb 14 01:04:43 GMT 2023","10480","","Test DLE3 - productClick","","","","Test SG productClick",""
"failed","Tue Feb 14 00:55:59 GMT 2023","Tue Feb 14 00:56:24 GMT 2023","25151","Test checkoutFlow","AU","","","","AU Test Shipping Method page",""
"passed","Tue Feb 14 01:06:58 GMT 2023","Tue Feb 14 01:07:03 GMT 2023","4835","","Test DLPL1 - pageView","","","","Test US_BLOG",""
"passed","Tue Feb 14 00:59:38 GMT 2023","Tue Feb 14 01:00:25 GMT 2023","47141","Test checkoutFlow","US","","","","US Add product to cart",""
"passed","Tue Feb 14 01:06:19 GMT 2023","Tue Feb 14 01:06:27 GMT 2023","7444","","Test DLPL1 - pageView","","","","Test AU_TRADE",""
"passed","Tue Feb 14 01:05:11 GMT 2023","Tue Feb 14 01:05:24 GMT 2023","13194","","Test DLE4 - softFilter","","","","AU Test soft filter",""
"failed","Tue Feb 14 01:09:18 GMT 2023","Tue Feb 14 01:09:51 GMT 2023","32712","","Test PDP GTM","","","","Trigger AU simple",""
"passed","Tue Feb 14 01:07:03 GMT 2023","Tue Feb 14 01:07:08 GMT 2023","5696","","Test DLPL1 - pageView","","","","Test US_TRADE",""
"failed","Tue Feb 14 00:54:49 GMT 2023","Tue Feb 14 00:55:32 GMT 2023","42766","Test checkoutFlow","AU","","","","AU Add product to cart",""
"failed","Tue Feb 14 01:01:00 GMT 2023","Tue Feb 14 01:01:26 GMT 2023","25753","Test checkoutFlow","US","","","","US Test Shipping Method page",""
"passed","Tue Feb 14 01:01:53 GMT 2023","Tue Feb 14 01:02:09 GMT 2023","16468","Test checkoutFlow","US","","","","US Delete address & cart",""
