"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jan 17 01:05:10 GMT 2023","Tue Jan 17 01:05:17 GMT 2023","6867","","Test DLPL1 - pageView","","","","Test SG_TRADE",""
"passed","Tue Jan 17 01:05:19 GMT 2023","Tue Jan 17 01:05:27 GMT 2023","7679","","Test DLPL1 - pageView","","","","Test US_CATEGORY",""
"passed","Tue Jan 17 01:01:42 GMT 2023","Tue Jan 17 01:01:51 GMT 2023","9090","","Test DLE1 - productImpression","","","","Test AU productImpression",""
"passed","Tue Jan 17 01:06:06 GMT 2023","Tue Jan 17 01:06:51 GMT 2023","44727","","Test PDP GTM","","","","Test AU bundle",""
"passed","Tue Jan 17 01:05:33 GMT 2023","Tue Jan 17 01:05:39 GMT 2023","5377","","Test DLPL1 - pageView","","","","Test US_TRADE",""
"passed","Tue Jan 17 01:03:29 GMT 2023","Tue Jan 17 01:03:41 GMT 2023","11991","","Test DLE4 - softFilter","","","","AU Test soft filter",""
"failed","Tue Jan 17 00:56:02 GMT 2023","Tue Jan 17 00:56:30 GMT 2023","27838","Test checkoutFlow","SG","","","","SG Test Payment page",""
"passed","Tue Jan 17 01:13:30 GMT 2023","Tue Jan 17 01:14:15 GMT 2023","45077","","Test PDP GTM","","","","Test US configurable",""
"failed","Tue Jan 17 00:51:44 GMT 2023","Tue Jan 17 00:52:38 GMT 2023","54172","Test checkoutFlow","AU","","","","AU Add product to cart",""
"passed","Tue Jan 17 01:09:28 GMT 2023","Tue Jan 17 01:10:07 GMT 2023","39700","","Test PDP GTM","","","","Test SG bundle",""
"passed","Tue Jan 17 00:56:30 GMT 2023","Tue Jan 17 00:56:50 GMT 2023","20816","Test checkoutFlow","SG","","","","SG Delete address & cart",""
"passed","Tue Jan 17 01:08:28 GMT 2023","Tue Jan 17 01:09:07 GMT 2023","39021","","Test PDP GTM","","","","Trigger AU simple",""
"failed","Tue Jan 17 00:54:57 GMT 2023","Tue Jan 17 00:55:35 GMT 2023","37260","Test checkoutFlow","SG","","","","SG Test Address page",""
"failed","Tue Jan 17 00:55:35 GMT 2023","Tue Jan 17 00:56:02 GMT 2023","27009","Test checkoutFlow","SG","","","","SG Test Shipping Method page",""
"passed","Tue Jan 17 01:04:43 GMT 2023","Tue Jan 17 01:04:49 GMT 2023","6204","","Test DLPL1 - pageView","","","","Test AU_TRADE",""
"passed","Tue Jan 17 01:10:28 GMT 2023","Tue Jan 17 01:11:12 GMT 2023","43508","","Test PDP GTM","","","","Test SG configurable",""
"passed","Tue Jan 17 01:02:02 GMT 2023","Tue Jan 17 01:02:12 GMT 2023","9195","","Test DLE1 - productImpression","","","","Test US productImpression",""
"passed","Tue Jan 17 01:02:29 GMT 2023","Tue Jan 17 01:02:41 GMT 2023","11625","","Test DLE3 - productClick","","","","Test AU productClick",""
"passed","Tue Jan 17 01:04:27 GMT 2023","Tue Jan 17 01:04:28 GMT 2023","1237","","Test DLPL1 - pageView","","","","Test AU_HPG",""
"passed","Tue Jan 17 01:03:56 GMT 2023","Tue Jan 17 01:04:08 GMT 2023","12083","","Test DLE4 - softFilter","","","","US Test soft filter",""
"passed","Tue Jan 17 01:12:24 GMT 2023","Tue Jan 17 01:13:08 GMT 2023","44605","","Test PDP GTM","","","","test US bundle",""
"passed","Tue Jan 17 01:05:17 GMT 2023","Tue Jan 17 01:05:19 GMT 2023","1692","","Test DLPL1 - pageView","","","","Test US_HPG",""
"passed","Tue Jan 17 01:04:37 GMT 2023","Tue Jan 17 01:04:43 GMT 2023","6335","","Test DLPL1 - pageView","","","","Test AU_BLOG",""
"failed","Tue Jan 17 00:53:28 GMT 2023","Tue Jan 17 00:53:53 GMT 2023","24658","Test checkoutFlow","AU","","","","AU Test Payment page",""
"passed","Tue Jan 17 01:14:36 GMT 2023","Tue Jan 17 01:15:15 GMT 2023","38761","","Test PDP GTM","","","","Trigger US simple",""
"passed","Tue Jan 17 01:05:03 GMT 2023","Tue Jan 17 01:05:10 GMT 2023","6955","","Test DLPL1 - pageView","","","","Test SG_BLOG",""
"passed","Tue Jan 17 01:11:33 GMT 2023","Tue Jan 17 01:12:05 GMT 2023","31291","","Test PDP GTM","","","","Trigger SG simple",""
"passed","Tue Jan 17 01:01:51 GMT 2023","Tue Jan 17 01:02:02 GMT 2023","11672","","Test DLE1 - productImpression","","","","Test SG productImpression",""
"failed","Tue Jan 17 00:53:04 GMT 2023","Tue Jan 17 00:53:28 GMT 2023","24631","Test checkoutFlow","AU","","","","AU Test Shipping Method page",""
"failed","Tue Jan 17 00:52:38 GMT 2023","Tue Jan 17 00:53:04 GMT 2023","25933","Test checkoutFlow","AU","","","","AU Test Address page",""
"passed","Tue Jan 17 01:02:42 GMT 2023","Tue Jan 17 01:02:56 GMT 2023","14233","","Test DLE3 - productClick","","","","Test SG productClick",""
"passed","Tue Jan 17 00:54:16 GMT 2023","Tue Jan 17 00:54:57 GMT 2023","40863","Test checkoutFlow","SG","","","","SG Add product to cart",""
"passed","Tue Jan 17 01:05:27 GMT 2023","Tue Jan 17 01:05:33 GMT 2023","6459","","Test DLPL1 - pageView","","","","Test US_BLOG",""
"passed","Tue Jan 17 00:59:21 GMT 2023","Tue Jan 17 00:59:40 GMT 2023","19112","Test checkoutFlow","US","","","","US Delete address & cart",""
"passed","Tue Jan 17 01:03:42 GMT 2023","Tue Jan 17 01:03:56 GMT 2023","14048","","Test DLE4 - softFilter","","","","SG Test soft filter",""
"passed","Tue Jan 17 01:04:28 GMT 2023","Tue Jan 17 01:04:36 GMT 2023","8574","","Test DLPL1 - pageView","","","","Test AU_CATEGORY",""
"failed","Tue Jan 17 00:57:46 GMT 2023","Tue Jan 17 00:58:25 GMT 2023","39151","Test checkoutFlow","US","","","","US Test Address page",""
"passed","Tue Jan 17 01:04:51 GMT 2023","Tue Jan 17 01:05:03 GMT 2023","12054","","Test DLPL1 - pageView","","","","Test SG_CATEGORY",""
"passed","Tue Jan 17 01:04:49 GMT 2023","Tue Jan 17 01:04:51 GMT 2023","1889","","Test DLPL1 - pageView","","","","Test SG_HPG",""
"failed","Tue Jan 17 00:58:52 GMT 2023","Tue Jan 17 00:59:21 GMT 2023","28797","Test checkoutFlow","US","","","","US Test Payment page",""
"failed","Tue Jan 17 00:58:25 GMT 2023","Tue Jan 17 00:58:52 GMT 2023","27201","Test checkoutFlow","US","","","","US Test Shipping Method page",""
"passed","Tue Jan 17 01:07:15 GMT 2023","Tue Jan 17 01:08:04 GMT 2023","48867","","Test PDP GTM","","","","Trigger AU configurable",""
"passed","Tue Jan 17 01:02:56 GMT 2023","Tue Jan 17 01:03:08 GMT 2023","12426","","Test DLE3 - productClick","","","","Test US productClick",""
"failed","Tue Jan 17 00:53:53 GMT 2023","Tue Jan 17 00:54:16 GMT 2023","23023","Test checkoutFlow","AU","","","","AU Delete address & cart",""
"passed","Tue Jan 17 00:56:51 GMT 2023","Tue Jan 17 00:57:45 GMT 2023","53564","Test checkoutFlow","US","","","","US Add product to cart",""
