"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 22 00:58:36 GMT 2023","Wed Mar 22 00:58:42 GMT 2023","6211","","Test DLPL1 - pageView","","","","Test AU_TRADE",""
"failed","Wed Mar 22 00:49:55 GMT 2023","Wed Mar 22 00:50:18 GMT 2023","22700","Test checkoutFlow","AU","","","","AU Test Payment page",""
"failed","Wed Mar 22 00:52:07 GMT 2023","Wed Mar 22 00:52:31 GMT 2023","23852","Test checkoutFlow","SG","","","","SG Test Payment page",""
"failed","Wed Mar 22 00:51:13 GMT 2023","Wed Mar 22 00:51:44 GMT 2023","30920","Test checkoutFlow","SG","","","","SG Test Address page",""
"failed","Wed Mar 22 00:51:44 GMT 2023","Wed Mar 22 00:52:07 GMT 2023","23363","Test checkoutFlow","SG","","","","SG Test Shipping Method page",""
"passed","Wed Mar 22 00:54:39 GMT 2023","Wed Mar 22 00:54:54 GMT 2023","15196","Test checkoutFlow","US","","","","US Delete address & cart",""
"passed","Wed Mar 22 00:59:11 GMT 2023","Wed Mar 22 00:59:15 GMT 2023","4338","","Test DLPL1 - pageView","","","","Test US_TRADE",""
"passed","Wed Mar 22 00:57:37 GMT 2023","Wed Mar 22 00:57:48 GMT 2023","10720","","Test DLE4 - softFilter","","","","AU Test soft filter",""
"passed","Wed Mar 22 00:58:23 GMT 2023","Wed Mar 22 00:58:30 GMT 2023","7047","","Test DLPL1 - pageView","","","","Test AU_CATEGORY",""
"passed","Wed Mar 22 01:03:25 GMT 2023","Wed Mar 22 01:03:47 GMT 2023","22241","","Test PDP GTM","","","","Trigger SG simple",""
"failed","Wed Mar 22 00:54:16 GMT 2023","Wed Mar 22 00:54:39 GMT 2023","23034","Test checkoutFlow","US","","","","US Test Payment page",""
"passed","Wed Mar 22 00:58:44 GMT 2023","Wed Mar 22 00:58:49 GMT 2023","5913","","Test DLPL1 - pageView","","","","Test SG_CATEGORY",""
"failed","Wed Mar 22 00:49:33 GMT 2023","Wed Mar 22 00:49:55 GMT 2023","22598","Test checkoutFlow","AU","","","","AU Test Shipping Method page",""
"failed","Wed Mar 22 00:49:08 GMT 2023","Wed Mar 22 00:49:33 GMT 2023","24761","Test checkoutFlow","AU","","","","AU Test Address page",""
"failed","Wed Mar 22 00:56:09 GMT 2023","Wed Mar 22 00:56:17 GMT 2023","7671","","Test DLE1 - productImpression","","","","Test AU productImpression",""
"passed","Wed Mar 22 00:50:40 GMT 2023","Wed Mar 22 00:51:13 GMT 2023","32799","Test checkoutFlow","SG","","","","SG Add product to cart",""
"passed","Wed Mar 22 00:58:49 GMT 2023","Wed Mar 22 00:58:54 GMT 2023","4091","","Test DLPL1 - pageView","","","","Test SG_BLOG",""
"passed","Wed Mar 22 01:05:23 GMT 2023","Wed Mar 22 01:05:46 GMT 2023","23382","","Test PDP GTM","","","","Trigger US simple",""
"failed","Wed Mar 22 01:00:19 GMT 2023","Wed Mar 22 01:00:58 GMT 2023","38831","","Test PDP GTM","","","","Trigger AU configurable",""
"passed","Wed Mar 22 00:59:00 GMT 2023","Wed Mar 22 00:59:05 GMT 2023","5168","","Test DLPL1 - pageView","","","","Test US_CATEGORY",""
"passed","Wed Mar 22 00:59:05 GMT 2023","Wed Mar 22 00:59:11 GMT 2023","5351","","Test DLPL1 - pageView","","","","Test US_BLOG",""
"passed","Wed Mar 22 00:57:10 GMT 2023","Wed Mar 22 00:57:19 GMT 2023","8831","","Test DLE3 - productClick","","","","Test US productClick",""
"failed","Wed Mar 22 00:53:23 GMT 2023","Wed Mar 22 00:53:53 GMT 2023","29713","Test checkoutFlow","US","","","","US Test Address page",""
"failed","Wed Mar 22 00:53:53 GMT 2023","Wed Mar 22 00:54:16 GMT 2023","23083","Test checkoutFlow","US","","","","US Test Shipping Method page",""
"failed","Wed Mar 22 00:56:49 GMT 2023","Wed Mar 22 00:56:59 GMT 2023","10610","","Test DLE3 - productClick","","","","Test AU productClick",""
"passed","Wed Mar 22 00:52:45 GMT 2023","Wed Mar 22 00:53:22 GMT 2023","37622","Test checkoutFlow","US","","","","US Add product to cart",""
"passed","Wed Mar 22 01:01:59 GMT 2023","Wed Mar 22 01:02:28 GMT 2023","28797","","Test PDP GTM","","","","Test SG bundle",""
"passed","Wed Mar 22 00:57:59 GMT 2023","Wed Mar 22 00:58:09 GMT 2023","10402","","Test DLE4 - softFilter","","","","US Test soft filter",""
"failed","Wed Mar 22 00:59:33 GMT 2023","Wed Mar 22 01:00:05 GMT 2023","31893","","Test PDP GTM","","","","Test AU bundle",""
"passed","Wed Mar 22 01:04:37 GMT 2023","Wed Mar 22 01:05:08 GMT 2023","31489","","Test PDP GTM","","","","Test US configurable",""
"passed","Wed Mar 22 00:58:30 GMT 2023","Wed Mar 22 00:58:36 GMT 2023","5466","","Test DLPL1 - pageView","","","","Test AU_BLOG",""
"passed","Wed Mar 22 00:57:00 GMT 2023","Wed Mar 22 00:57:10 GMT 2023","9967","","Test DLE3 - productClick","","","","Test SG productClick",""
"passed","Wed Mar 22 00:58:42 GMT 2023","Wed Mar 22 00:58:44 GMT 2023","1578","","Test DLPL1 - pageView","","","","Test SG_HPG",""
"passed","Wed Mar 22 00:52:31 GMT 2023","Wed Mar 22 00:52:45 GMT 2023","13317","Test checkoutFlow","SG","","","","SG Delete address & cart",""
"passed","Wed Mar 22 00:56:17 GMT 2023","Wed Mar 22 00:56:27 GMT 2023","9783","","Test DLE1 - productImpression","","","","Test SG productImpression",""
