"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 12 01:06:25 GMT 2023","Thu Jan 12 01:06:30 GMT 2023","5084","","Test DLPL1 - pageView","","","","Test US_BLOG",""
"passed","Thu Jan 12 01:05:35 GMT 2023","Thu Jan 12 01:05:43 GMT 2023","8261","","Test DLPL1 - pageView","","","","Test AU_BLOG",""
"passed","Thu Jan 12 01:05:23 GMT 2023","Thu Jan 12 01:05:25 GMT 2023","1315","","Test DLPL1 - pageView","","","","Test AU_HPG",""
"failed","Thu Jan 12 00:54:30 GMT 2023","Thu Jan 12 00:54:56 GMT 2023","26723","Test checkoutFlow","AU","","","","AU Test Payment page",""
"passed","Thu Jan 12 01:06:19 GMT 2023","Thu Jan 12 01:06:25 GMT 2023","6059","","Test DLPL1 - pageView","","","","Test US_CATEGORY",""
"passed","Thu Jan 12 01:08:02 GMT 2023","Thu Jan 12 01:08:45 GMT 2023","42600","","Test PDP GTM","","","","Trigger AU configurable",""
"passed","Thu Jan 12 00:55:22 GMT 2023","Thu Jan 12 00:56:05 GMT 2023","42889","Test checkoutFlow","SG","","","","SG Add product to cart",""
"passed","Thu Jan 12 01:04:53 GMT 2023","Thu Jan 12 01:05:04 GMT 2023","11578","","Test DLE4 - softFilter","","","","US Test soft filter",""
"passed","Thu Jan 12 01:03:37 GMT 2023","Thu Jan 12 01:03:53 GMT 2023","16088","","Test DLE3 - productClick","","","","Test SG productClick",""
"failed","Thu Jan 12 00:54:56 GMT 2023","Thu Jan 12 00:55:22 GMT 2023","25324","Test checkoutFlow","AU","","","","AU Delete address & cart",""
"failed","Thu Jan 12 00:56:44 GMT 2023","Thu Jan 12 00:57:11 GMT 2023","27618","Test checkoutFlow","SG","","","","SG Test Shipping Method page",""
"passed","Thu Jan 12 01:05:25 GMT 2023","Thu Jan 12 01:05:35 GMT 2023","10422","","Test DLPL1 - pageView","","","","Test AU_CATEGORY",""
"failed","Thu Jan 12 00:59:49 GMT 2023","Thu Jan 12 01:00:15 GMT 2023","26191","Test checkoutFlow","US","","","","US Test Payment page",""
"failed","Thu Jan 12 00:58:45 GMT 2023","Thu Jan 12 00:59:21 GMT 2023","35924","Test checkoutFlow","US","","","","US Test Address page",""
"passed","Thu Jan 12 01:09:08 GMT 2023","Thu Jan 12 01:09:38 GMT 2023","30856","","Test PDP GTM","","","","Trigger AU simple",""
"passed","Thu Jan 12 00:57:58 GMT 2023","Thu Jan 12 00:58:45 GMT 2023","47308","Test checkoutFlow","US","","","","US Add product to cart",""
"passed","Thu Jan 12 01:11:51 GMT 2023","Thu Jan 12 01:12:19 GMT 2023","28017","","Test PDP GTM","","","","Trigger SG simple",""
"passed","Thu Jan 12 01:13:29 GMT 2023","Thu Jan 12 01:14:07 GMT 2023","37900","","Test PDP GTM","","","","Test US configurable",""
"failed","Thu Jan 12 00:57:11 GMT 2023","Thu Jan 12 00:57:38 GMT 2023","26779","Test checkoutFlow","SG","","","","SG Test Payment page",""
"passed","Thu Jan 12 01:06:02 GMT 2023","Thu Jan 12 01:06:10 GMT 2023","7030","","Test DLPL1 - pageView","","","","Test SG_BLOG",""
"passed","Thu Jan 12 01:04:23 GMT 2023","Thu Jan 12 01:04:37 GMT 2023","13994","","Test DLE4 - softFilter","","","","AU Test soft filter",""
"failed","Thu Jan 12 00:52:38 GMT 2023","Thu Jan 12 00:53:33 GMT 2023","55546","Test checkoutFlow","AU","","","","AU Add product to cart",""
"passed","Thu Jan 12 01:06:10 GMT 2023","Thu Jan 12 01:06:17 GMT 2023","7915","","Test DLPL1 - pageView","","","","Test SG_TRADE",""
"passed","Thu Jan 12 00:57:38 GMT 2023","Thu Jan 12 00:57:57 GMT 2023","19259","Test checkoutFlow","SG","","","","SG Delete address & cart",""
"passed","Thu Jan 12 01:05:43 GMT 2023","Thu Jan 12 01:05:52 GMT 2023","8146","","Test DLPL1 - pageView","","","","Test AU_TRADE",""
"passed","Thu Jan 12 01:06:17 GMT 2023","Thu Jan 12 01:06:19 GMT 2023","1055","","Test DLPL1 - pageView","","","","Test US_HPG",""
"passed","Thu Jan 12 01:06:30 GMT 2023","Thu Jan 12 01:06:35 GMT 2023","4934","","Test DLPL1 - pageView","","","","Test US_TRADE",""
"passed","Thu Jan 12 01:04:37 GMT 2023","Thu Jan 12 01:04:53 GMT 2023","15278","","Test DLE4 - softFilter","","","","SG Test soft filter",""
"passed","Thu Jan 12 01:03:24 GMT 2023","Thu Jan 12 01:03:37 GMT 2023","12932","","Test DLE3 - productClick","","","","Test AU productClick",""
"passed","Thu Jan 12 01:02:57 GMT 2023","Thu Jan 12 01:03:05 GMT 2023","7392","","Test DLE1 - productImpression","","","","Test US productImpression",""
"passed","Thu Jan 12 01:07:01 GMT 2023","Thu Jan 12 01:07:42 GMT 2023","40424","","Test PDP GTM","","","","Test AU bundle",""
"failed","Thu Jan 12 00:56:05 GMT 2023","Thu Jan 12 00:56:44 GMT 2023","38486","Test checkoutFlow","SG","","","","SG Test Address page",""
"passed","Thu Jan 12 01:09:57 GMT 2023","Thu Jan 12 01:10:31 GMT 2023","33625","","Test PDP GTM","","","","Test SG bundle",""
"failed","Thu Jan 12 00:53:33 GMT 2023","Thu Jan 12 00:54:02 GMT 2023","28516","Test checkoutFlow","AU","","","","AU Test Address page",""
"passed","Thu Jan 12 01:05:53 GMT 2023","Thu Jan 12 01:06:02 GMT 2023","9074","","Test DLPL1 - pageView","","","","Test SG_CATEGORY",""
"failed","Thu Jan 12 00:59:21 GMT 2023","Thu Jan 12 00:59:48 GMT 2023","27089","Test checkoutFlow","US","","","","US Test Shipping Method page",""
"passed","Thu Jan 12 01:02:29 GMT 2023","Thu Jan 12 01:02:44 GMT 2023","15138","","Test DLE1 - productImpression","","","","Test AU productImpression",""
"failed","Thu Jan 12 00:54:02 GMT 2023","Thu Jan 12 00:54:30 GMT 2023","27735","Test checkoutFlow","AU","","","","AU Test Shipping Method page",""
"passed","Thu Jan 12 01:02:44 GMT 2023","Thu Jan 12 01:02:57 GMT 2023","12927","","Test DLE1 - productImpression","","","","Test SG productImpression",""
"passed","Thu Jan 12 01:14:25 GMT 2023","Thu Jan 12 01:14:53 GMT 2023","28168","","Test PDP GTM","","","","Trigger US simple",""
"passed","Thu Jan 12 01:00:15 GMT 2023","Thu Jan 12 01:00:35 GMT 2023","19816","Test checkoutFlow","US","","","","US Delete address & cart",""
"passed","Thu Jan 12 01:03:53 GMT 2023","Thu Jan 12 01:04:02 GMT 2023","8629","","Test DLE3 - productClick","","","","Test US productClick",""
"passed","Thu Jan 12 01:05:52 GMT 2023","Thu Jan 12 01:05:53 GMT 2023","1763","","Test DLPL1 - pageView","","","","Test SG_HPG",""
"passed","Thu Jan 12 01:12:35 GMT 2023","Thu Jan 12 01:13:11 GMT 2023","36226","","Test PDP GTM","","","","test US bundle",""
"passed","Thu Jan 12 01:10:54 GMT 2023","Thu Jan 12 01:11:29 GMT 2023","35687","","Test PDP GTM","","","","Test SG configurable",""
