"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Dec 07 08:09:53 GMT 2022","Wed Dec 07 08:10:03 GMT 2022","9782","","Test DLE4 - softFilter","","","","AU Test soft filter",""
"passed","Wed Dec 07 08:09:33 GMT 2022","Wed Dec 07 08:09:39 GMT 2022","6004","","Test DLE3 - productClick","","","","Test US productClick",""
"failed","Wed Dec 07 08:10:33 GMT 2022","Wed Dec 07 08:10:33 GMT 2022","211","","Test DLPL1 - pageView","","","","Test SG_HPG",""
"passed","Wed Dec 07 08:07:13 GMT 2022","Wed Dec 07 08:07:22 GMT 2022","8924","Test checkoutFlow","US","","","","US Delete address & cart",""
"passed","Wed Dec 07 08:06:28 GMT 2022","Wed Dec 07 08:06:46 GMT 2022","17568","Test checkoutFlow","US","","","","US Test Address page",""
"passed","Wed Dec 07 08:05:16 GMT 2022","Wed Dec 07 08:05:34 GMT 2022","18023","Test checkoutFlow","SG","","","","SG Test Shipping Method page",""
"passed","Wed Dec 07 08:10:03 GMT 2022","Wed Dec 07 08:10:14 GMT 2022","10696","","Test DLE4 - softFilter","","","","SG Test soft filter",""
"passed","Wed Dec 07 08:09:13 GMT 2022","Wed Dec 07 08:09:22 GMT 2022","8666","","Test DLE3 - productClick","","","","Test AU productClick",""
"failed","Wed Dec 07 08:10:32 GMT 2022","Wed Dec 07 08:10:32 GMT 2022","208","","Test DLPL1 - pageView","","","","Test AU_CATEGORY",""
"passed","Wed Dec 07 08:08:29 GMT 2022","Wed Dec 07 08:08:41 GMT 2022","11062","","Test DLE1 - productImpression","","","","Test AU productImpression",""
"failed","Wed Dec 07 08:10:32 GMT 2022","Wed Dec 07 08:10:33 GMT 2022","247","","Test DLPL1 - pageView","","","","Test AU_TRADE",""
"failed","Wed Dec 07 08:10:33 GMT 2022","Wed Dec 07 08:10:34 GMT 2022","252","","Test DLPL1 - pageView","","","","Test SG_TRADE",""
"failed","Wed Dec 07 08:04:04 GMT 2022","Wed Dec 07 08:04:27 GMT 2022","22428","Test checkoutFlow","AU","","","","AU Delete address & cart",""
"passed","Wed Dec 07 08:07:00 GMT 2022","Wed Dec 07 08:07:13 GMT 2022","12902","Test checkoutFlow","US","","","","US Test Payment page",""
"failed","Wed Dec 07 08:03:14 GMT 2022","Wed Dec 07 08:03:40 GMT 2022","26719","Test checkoutFlow","AU","","","","AU Test Shipping Method page",""
"passed","Wed Dec 07 08:04:27 GMT 2022","Wed Dec 07 08:04:55 GMT 2022","27813","Test checkoutFlow","SG","","","","SG Add product to cart",""
"passed","Wed Dec 07 08:13:41 GMT 2022","Wed Dec 07 08:14:08 GMT 2022","26713","","Test PDP GTM","","","","Test SG configurable",""
"passed","Wed Dec 07 08:10:45 GMT 2022","Wed Dec 07 08:11:18 GMT 2022","32698","","Test PDP GTM","","","","Test AU bundle",""
"passed","Wed Dec 07 08:12:23 GMT 2022","Wed Dec 07 08:12:48 GMT 2022","24548","","Test PDP GTM","","","","Trigger AU simple",""
"passed","Wed Dec 07 08:02:05 GMT 2022","Wed Dec 07 08:02:49 GMT 2022","44406","Test checkoutFlow","AU","","","","AU Add product to cart",""
"failed","Wed Dec 07 08:16:13 GMT 2022","Wed Dec 07 08:16:41 GMT 2022","27349","","Test PDP GTM","","","","Trigger US simple",""
"failed","Wed Dec 07 08:11:36 GMT 2022","Wed Dec 07 08:12:07 GMT 2022","31077","","Test PDP GTM","","","","Trigger AU configurable",""
"passed","Wed Dec 07 08:15:33 GMT 2022","Wed Dec 07 08:16:01 GMT 2022","27730","","Test PDP GTM","","","","Test US configurable",""
"passed","Wed Dec 07 08:13:02 GMT 2022","Wed Dec 07 08:13:26 GMT 2022","23839","","Test PDP GTM","","","","Test SG bundle",""
"passed","Wed Dec 07 08:09:22 GMT 2022","Wed Dec 07 08:09:33 GMT 2022","11129","","Test DLE3 - productClick","","","","Test SG productClick",""
"failed","Wed Dec 07 08:10:31 GMT 2022","Wed Dec 07 08:10:32 GMT 2022","403","","Test DLPL1 - pageView","","","","Test AU_HPG",""
"passed","Wed Dec 07 08:06:46 GMT 2022","Wed Dec 07 08:07:00 GMT 2022","13649","Test checkoutFlow","US","","","","US Test Shipping Method page",""
"failed","Wed Dec 07 08:10:33 GMT 2022","Wed Dec 07 08:10:33 GMT 2022","241","","Test DLPL1 - pageView","","","","Test SG_CATEGORY",""
"failed","Wed Dec 07 08:10:34 GMT 2022","Wed Dec 07 08:10:34 GMT 2022","243","","Test DLPL1 - pageView","","","","Test US_CATEGORY",""
"passed","Wed Dec 07 08:06:05 GMT 2022","Wed Dec 07 08:06:28 GMT 2022","23490","Test checkoutFlow","US","","","","US Add product to cart",""
"failed","Wed Dec 07 08:10:34 GMT 2022","Wed Dec 07 08:10:35 GMT 2022","237","","Test DLPL1 - pageView","","","","Test US_TRADE",""
"passed","Wed Dec 07 08:05:34 GMT 2022","Wed Dec 07 08:05:53 GMT 2022","19259","Test checkoutFlow","SG","","","","SG Test Payment page",""
"passed","Wed Dec 07 08:14:23 GMT 2022","Wed Dec 07 08:14:43 GMT 2022","20090","","Test PDP GTM","","","","Trigger SG simple",""
"passed","Wed Dec 07 08:05:53 GMT 2022","Wed Dec 07 08:06:05 GMT 2022","11313","Test checkoutFlow","SG","","","","SG Delete address & cart",""
"failed","Wed Dec 07 08:10:34 GMT 2022","Wed Dec 07 08:10:34 GMT 2022","230","","Test DLPL1 - pageView","","","","Test US_HPG",""
