"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 25 00:59:52 GMT 2023","Wed Jan 25 01:00:01 GMT 2023","8226","","Test DLE3 - productClick","","","","Test US productClick",""
"passed","Wed Jan 25 00:58:43 GMT 2023","Wed Jan 25 00:58:55 GMT 2023","12801","","Test DLE1 - productImpression","","","","Test AU productImpression",""
"passed","Wed Jan 25 01:08:33 GMT 2023","Wed Jan 25 01:08:57 GMT 2023","24209","","Test PDP GTM","","","","Trigger US simple",""
"passed","Wed Jan 25 01:01:17 GMT 2023","Wed Jan 25 01:01:23 GMT 2023","6137","","Test DLPL1 - pageView","","","","Test AU_BLOG",""
"passed","Wed Jan 25 01:06:27 GMT 2023","Wed Jan 25 01:06:50 GMT 2023","22746","","Test PDP GTM","","","","Trigger SG simple",""
"passed","Wed Jan 25 01:05:39 GMT 2023","Wed Jan 25 01:06:10 GMT 2023","31490","","Test PDP GTM","","","","Test SG configurable",""
"passed","Wed Jan 25 01:01:08 GMT 2023","Wed Jan 25 01:01:17 GMT 2023","8675","","Test DLPL1 - pageView","","","","Test AU_CATEGORY",""
"passed","Wed Jan 25 01:03:18 GMT 2023","Wed Jan 25 01:03:54 GMT 2023","35459","","Test PDP GTM","","","","Trigger AU configurable",""
"passed","Wed Jan 25 00:59:41 GMT 2023","Wed Jan 25 00:59:52 GMT 2023","11761","","Test DLE3 - productClick","","","","Test SG productClick",""
"passed","Wed Jan 25 01:00:43 GMT 2023","Wed Jan 25 01:00:53 GMT 2023","9954","","Test DLE4 - softFilter","","","","US Test soft filter",""
"failed","Wed Jan 25 00:51:25 GMT 2023","Wed Jan 25 00:51:49 GMT 2023","24302","Test checkoutFlow","AU","","","","AU Test Shipping Method page",""
"failed","Wed Jan 25 00:53:12 GMT 2023","Wed Jan 25 00:53:47 GMT 2023","35477","Test checkoutFlow","SG","","","","SG Test Address page",""
"failed","Wed Jan 25 00:56:14 GMT 2023","Wed Jan 25 00:56:38 GMT 2023","23984","Test checkoutFlow","US","","","","US Test Shipping Method page",""
"passed","Wed Jan 25 00:58:55 GMT 2023","Wed Jan 25 00:59:06 GMT 2023","10727","","Test DLE1 - productImpression","","","","Test SG productImpression",""
"failed","Wed Jan 25 00:55:39 GMT 2023","Wed Jan 25 00:56:14 GMT 2023","35222","Test checkoutFlow","US","","","","US Test Address page",""
"passed","Wed Jan 25 01:00:32 GMT 2023","Wed Jan 25 01:00:43 GMT 2023","11405","","Test DLE4 - softFilter","","","","SG Test soft filter",""
"passed","Wed Jan 25 01:07:02 GMT 2023","Wed Jan 25 01:07:32 GMT 2023","30339","","Test PDP GTM","","","","test US bundle",""
"passed","Wed Jan 25 01:01:55 GMT 2023","Wed Jan 25 01:02:00 GMT 2023","5149","","Test DLPL1 - pageView","","","","Test US_CATEGORY",""
