"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 20 00:54:47 GMT 2022","Tue Dec 20 00:54:56 GMT 2022","9577","Test checkoutFlow","SG","","","","SG Delete address & cart",""
"passed","Tue Dec 20 00:53:03 GMT 2022","Tue Dec 20 00:53:20 GMT 2022","16780","Test checkoutFlow","AU","","","","AU Test Payment page",""
"passed","Tue Dec 20 00:56:30 GMT 2022","Tue Dec 20 00:56:40 GMT 2022","9813","Test checkoutFlow","US","","","","US Delete address & cart",""
"passed","Tue Dec 20 00:52:19 GMT 2022","Tue Dec 20 00:52:43 GMT 2022","23412","Test checkoutFlow","AU","","","","AU Test Address page",""
"passed","Tue Dec 20 01:08:55 GMT 2022","Tue Dec 20 01:09:33 GMT 2022","38510","","Test PDP GTM","","","","Test US configurable",""
"passed","Tue Dec 20 00:53:56 GMT 2022","Tue Dec 20 00:54:15 GMT 2022","18462","Test checkoutFlow","SG","","","","SG Test Address page",""
"passed","Tue Dec 20 01:07:11 GMT 2022","Tue Dec 20 01:07:37 GMT 2022","26729","","Test PDP GTM","","","","Trigger SG simple",""
"passed","Tue Dec 20 01:04:22 GMT 2022","Tue Dec 20 01:04:53 GMT 2022","30687","","Test PDP GTM","","","","Trigger AU simple",""
"passed","Tue Dec 20 00:59:18 GMT 2022","Tue Dec 20 00:59:28 GMT 2022","9397","","Test DLE3 - productClick","","","","Test US productClick",""
"passed","Tue Dec 20 00:58:28 GMT 2022","Tue Dec 20 00:58:37 GMT 2022","9079","","Test DLE1 - productImpression","","","","Test US productImpression",""
"passed","Tue Dec 20 00:55:25 GMT 2022","Tue Dec 20 00:55:43 GMT 2022","17456","Test checkoutFlow","US","","","","US Test Address page",""
"passed","Tue Dec 20 01:01:07 GMT 2022","Tue Dec 20 01:01:08 GMT 2022","1775","","Test DLPL1 - pageView","","","","Test SG_HPG",""
"passed","Tue Dec 20 01:01:30 GMT 2022","Tue Dec 20 01:01:31 GMT 2022","1447","","Test DLPL1 - pageView","","","","Test US_HPG",""
"passed","Tue Dec 20 01:01:38 GMT 2022","Tue Dec 20 01:01:43 GMT 2022","5064","","Test DLPL1 - pageView","","","","Test US_BLOG",""
"passed","Tue Dec 20 01:01:31 GMT 2022","Tue Dec 20 01:01:38 GMT 2022","6962","","Test DLPL1 - pageView","","","","Test US_CATEGORY",""
"failed","Tue Dec 20 00:55:43 GMT 2022","Tue Dec 20 00:56:08 GMT 2022","25692","Test checkoutFlow","US","","","","US Test Shipping Method page",""
"passed","Tue Dec 20 00:54:31 GMT 2022","Tue Dec 20 00:54:47 GMT 2022","15261","Test checkoutFlow","SG","","","","SG Test Payment page",""
"passed","Tue Dec 20 00:59:07 GMT 2022","Tue Dec 20 00:59:18 GMT 2022","11697","","Test DLE3 - productClick","","","","Test SG productClick",""
"passed","Tue Dec 20 00:53:20 GMT 2022","Tue Dec 20 00:53:30 GMT 2022","10010","Test checkoutFlow","AU","","","","AU Delete address & cart",""
"passed","Tue Dec 20 01:01:01 GMT 2022","Tue Dec 20 01:01:06 GMT 2022","5781","","Test DLPL1 - pageView","","","","Test AU_TRADE",""
