"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Jan 24 00:53:56 GMT 2023","Tue Jan 24 00:54:39 GMT 2023","43590","Test checkoutFlow","AU","","","","AU Add product to cart",""
"passed","Tue Jan 24 01:04:19 GMT 2023","Tue Jan 24 01:04:30 GMT 2023","11284","","Test DLE4 - softFilter","","","","SG Test soft filter",""
"passed","Tue Jan 24 01:10:56 GMT 2023","Tue Jan 24 01:11:29 GMT 2023","33072","","Test PDP GTM","","","","test US bundle",""
"passed","Tue Jan 24 01:05:03 GMT 2023","Tue Jan 24 01:05:08 GMT 2023","5177","","Test DLPL1 - pageView","","","","Test AU_BLOG",""
"failed","Tue Jan 24 00:54:39 GMT 2023","Tue Jan 24 00:55:05 GMT 2023","25694","Test checkoutFlow","AU","","","","AU Test Address page",""
"failed","Tue Jan 24 00:55:53 GMT 2023","Tue Jan 24 00:56:17 GMT 2023","23899","Test checkoutFlow","AU","","","","AU Delete address & cart",""
"passed","Tue Jan 24 00:58:35 GMT 2023","Tue Jan 24 00:59:16 GMT 2023","41057","Test checkoutFlow","US","","","","US Add product to cart",""
"passed","Tue Jan 24 01:02:37 GMT 2023","Tue Jan 24 01:02:48 GMT 2023","11614","","Test DLE1 - productImpression","","","","Test SG productImpression",""
"failed","Tue Jan 24 00:55:05 GMT 2023","Tue Jan 24 00:55:29 GMT 2023","23480","Test checkoutFlow","AU","","","","AU Test Shipping Method page",""
"passed","Tue Jan 24 01:04:30 GMT 2023","Tue Jan 24 01:04:40 GMT 2023","9777","","Test DLE4 - softFilter","","","","US Test soft filter",""
"passed","Tue Jan 24 01:05:24 GMT 2023","Tue Jan 24 01:05:31 GMT 2023","6261","","Test DLPL1 - pageView","","","","Test SG_BLOG",""
"passed","Tue Jan 24 01:05:49 GMT 2023","Tue Jan 24 01:05:53 GMT 2023","4842","","Test DLPL1 - pageView","","","","Test US_TRADE",""
"failed","Tue Jan 24 00:57:29 GMT 2023","Tue Jan 24 00:57:54 GMT 2023","25269","Test checkoutFlow","SG","","","","SG Test Shipping Method page",""
"passed","Tue Jan 24 01:05:16 GMT 2023","Tue Jan 24 01:05:24 GMT 2023","7906","","Test DLPL1 - pageView","","","","Test SG_CATEGORY",""
"passed","Tue Jan 24 01:12:33 GMT 2023","Tue Jan 24 01:12:58 GMT 2023","24923","","Test PDP GTM","","","","Trigger US simple",""
"failed","Tue Jan 24 00:56:53 GMT 2023","Tue Jan 24 00:57:29 GMT 2023","35861","Test checkoutFlow","SG","","","","SG Test Address page",""
"passed","Tue Jan 24 01:05:39 GMT 2023","Tue Jan 24 01:05:44 GMT 2023","4617","","Test DLPL1 - pageView","","","","Test US_CATEGORY",""
"passed","Tue Jan 24 01:04:55 GMT 2023","Tue Jan 24 01:05:03 GMT 2023","7399","","Test DLPL1 - pageView","","","","Test AU_CATEGORY",""
"passed","Tue Jan 24 01:02:48 GMT 2023","Tue Jan 24 01:02:55 GMT 2023","6460","","Test DLE1 - productImpression","","","","Test US productImpression",""
"passed","Tue Jan 24 01:03:25 GMT 2023","Tue Jan 24 01:03:37 GMT 2023","11904","","Test DLE3 - productClick","","","","Test SG productClick",""
"passed","Tue Jan 24 01:03:14 GMT 2023","Tue Jan 24 01:03:25 GMT 2023","11686","","Test DLE3 - productClick","","","","Test AU productClick",""
"passed","Tue Jan 24 01:07:03 GMT 2023","Tue Jan 24 01:07:42 GMT 2023","38906","","Test PDP GTM","","","","Trigger AU configurable",""
"passed","Tue Jan 24 01:11:44 GMT 2023","Tue Jan 24 01:12:18 GMT 2023","33585","","Test PDP GTM","","","","Test US configurable",""
"failed","Tue Jan 24 00:57:54 GMT 2023","Tue Jan 24 00:58:20 GMT 2023","26154","Test checkoutFlow","SG","","","","SG Test Payment page",""
"failed","Tue Jan 24 00:55:29 GMT 2023","Tue Jan 24 00:55:53 GMT 2023","24079","Test checkoutFlow","AU","","","","AU Test Payment page",""
"passed","Tue Jan 24 01:05:44 GMT 2023","Tue Jan 24 01:05:48 GMT 2023","4777","","Test DLPL1 - pageView","","","","Test US_BLOG",""
"passed","Tue Jan 24 01:08:02 GMT 2023","Tue Jan 24 01:08:29 GMT 2023","27152","","Test PDP GTM","","","","Trigger AU simple",""
"passed","Tue Jan 24 01:05:08 GMT 2023","Tue Jan 24 01:05:14 GMT 2023","6581","","Test DLPL1 - pageView","","","","Test AU_TRADE",""
"passed","Tue Jan 24 01:02:26 GMT 2023","Tue Jan 24 01:02:37 GMT 2023","10423","","Test DLE1 - productImpression","","","","Test AU productImpression",""
"passed","Tue Jan 24 01:08:45 GMT 2023","Tue Jan 24 01:09:16 GMT 2023","30336","","Test PDP GTM","","","","Test SG bundle",""
"passed","Tue Jan 24 01:05:15 GMT 2023","Tue Jan 24 01:05:16 GMT 2023","1744","","Test DLPL1 - pageView","","","","Test SG_HPG",""
"passed","Tue Jan 24 01:00:39 GMT 2023","Tue Jan 24 01:00:57 GMT 2023","17319","Test checkoutFlow","US","","","","US Delete address & cart",""
"passed","Tue Jan 24 01:04:05 GMT 2023","Tue Jan 24 01:04:18 GMT 2023","13077","","Test DLE4 - softFilter","","","","AU Test soft filter",""
"passed","Tue Jan 24 01:06:14 GMT 2023","Tue Jan 24 01:06:47 GMT 2023","33051","","Test PDP GTM","","","","Test AU bundle",""
"passed","Tue Jan 24 01:05:31 GMT 2023","Tue Jan 24 01:05:38 GMT 2023","7086","","Test DLPL1 - pageView","","","","Test SG_TRADE",""
"passed","Tue Jan 24 00:56:17 GMT 2023","Tue Jan 24 00:56:53 GMT 2023","35937","Test checkoutFlow","SG","","","","SG Add product to cart",""
"passed","Tue Jan 24 01:05:38 GMT 2023","Tue Jan 24 01:05:39 GMT 2023","1153","","Test DLPL1 - pageView","","","","Test US_HPG",""
"passed","Tue Jan 24 00:58:20 GMT 2023","Tue Jan 24 00:58:34 GMT 2023","14111","Test checkoutFlow","SG","","","","SG Delete address & cart",""
"failed","Tue Jan 24 00:59:17 GMT 2023","Tue Jan 24 00:59:50 GMT 2023","33631","Test checkoutFlow","US","","","","US Test Address page",""
"passed","Tue Jan 24 01:10:20 GMT 2023","Tue Jan 24 01:10:43 GMT 2023","22828","","Test PDP GTM","","","","Trigger SG simple",""
"passed","Tue Jan 24 01:09:32 GMT 2023","Tue Jan 24 01:10:03 GMT 2023","30649","","Test PDP GTM","","","","Test SG configurable",""
"failed","Tue Jan 24 00:59:50 GMT 2023","Tue Jan 24 01:00:15 GMT 2023","24532","Test checkoutFlow","US","","","","US Test Shipping Method page",""
"failed","Tue Jan 24 01:00:15 GMT 2023","Tue Jan 24 01:00:39 GMT 2023","24232","Test checkoutFlow","US","","","","US Test Payment page",""
"passed","Tue Jan 24 01:04:54 GMT 2023","Tue Jan 24 01:04:55 GMT 2023","1173","","Test DLPL1 - pageView","","","","Test AU_HPG",""
"passed","Tue Jan 24 01:03:37 GMT 2023","Tue Jan 24 01:03:45 GMT 2023","7591","","Test DLE3 - productClick","","","","Test US productClick",""
