"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Dec 14 00:59:35 GMT 2022","Wed Dec 14 00:59:42 GMT 2022","7250","","Test DLPL1 - pageView","","","","Test SG_CATEGORY",""
"passed","Wed Dec 14 00:59:10 GMT 2022","Wed Dec 14 00:59:21 GMT 2022","11001","","Test DLPL1 - pageView","","","","Test AU_CATEGORY",""
"passed","Wed Dec 14 01:00:03 GMT 2022","Wed Dec 14 01:00:08 GMT 2022","4167","","Test DLPL1 - pageView","","","","Test US_TRADE",""
"passed","Wed Dec 14 00:57:43 GMT 2022","Wed Dec 14 00:57:52 GMT 2022","8590","","Test DLE3 - productClick","","","","Test AU productClick",""
"passed","Wed Dec 14 00:55:56 GMT 2022","Wed Dec 14 00:56:04 GMT 2022","8366","Test checkoutFlow","US","","","","US Delete address & cart",""
"passed","Wed Dec 14 00:58:01 GMT 2022","Wed Dec 14 00:58:09 GMT 2022","7249","","Test DLE3 - productClick","","","","Test US productClick",""
"passed","Wed Dec 14 00:54:42 GMT 2022","Wed Dec 14 00:54:51 GMT 2022","9088","Test checkoutFlow","SG","","","","SG Delete address & cart",""
"passed","Wed Dec 14 01:02:58 GMT 2022","Wed Dec 14 01:03:24 GMT 2022","26079","","Test PDP GTM","","","","Test SG configurable",""
"passed","Wed Dec 14 00:53:06 GMT 2022","Wed Dec 14 00:53:21 GMT 2022","14625","Test checkoutFlow","AU","","","","AU Test Payment page",""
"passed","Wed Dec 14 00:59:54 GMT 2022","Wed Dec 14 00:59:55 GMT 2022","750","","Test DLPL1 - pageView","","","","Test US_HPG",""
"failed","Wed Dec 14 01:00:54 GMT 2022","Wed Dec 14 01:01:16 GMT 2022","22001","","Test PDP GTM","","","","Trigger AU configurable",""
"failed","Wed Dec 14 01:01:29 GMT 2022","Wed Dec 14 01:01:59 GMT 2022","29076","","Test PDP GTM","","","","Trigger AU simple",""
"passed","Wed Dec 14 00:57:24 GMT 2022","Wed Dec 14 00:57:29 GMT 2022","5146","","Test DLE1 - productImpression","","","","Test US productImpression",""
"passed","Wed Dec 14 00:59:21 GMT 2022","Wed Dec 14 00:59:26 GMT 2022","5457","","Test DLPL1 - pageView","","","","Test AU_BLOG",""
"passed","Wed Dec 14 00:59:09 GMT 2022","Wed Dec 14 00:59:10 GMT 2022","1168","","Test DLPL1 - pageView","","","","Test AU_HPG",""
"passed","Wed Dec 14 00:57:15 GMT 2022","Wed Dec 14 00:57:24 GMT 2022","8773","","Test DLE1 - productImpression","","","","Test SG productImpression",""
"passed","Wed Dec 14 00:51:47 GMT 2022","Wed Dec 14 00:52:27 GMT 2022","39695","Test checkoutFlow","AU","","","","AU Add product to cart",""
"passed","Wed Dec 14 01:05:17 GMT 2022","Wed Dec 14 01:05:37 GMT 2022","19915","","Test PDP GTM","","","","Trigger US simple",""
"passed","Wed Dec 14 00:55:16 GMT 2022","Wed Dec 14 00:55:33 GMT 2022","16819","Test checkoutFlow","US","","","","US Test Address page",""
"failed","Wed Dec 14 01:04:11 GMT 2022","Wed Dec 14 01:04:25 GMT 2022","13163","","Test PDP GTM","","","","test US bundle",""
"passed","Wed Dec 14 00:53:55 GMT 2022","Wed Dec 14 00:54:13 GMT 2022","18506","Test checkoutFlow","SG","","","","SG Test Address page",""
"passed","Wed Dec 14 00:59:55 GMT 2022","Wed Dec 14 00:59:59 GMT 2022","4426","","Test DLPL1 - pageView","","","","Test US_CATEGORY",""
"passed","Wed Dec 14 00:53:30 GMT 2022","Wed Dec 14 00:53:55 GMT 2022","25242","Test checkoutFlow","SG","","","","SG Add product to cart",""
"passed","Wed Dec 14 00:54:51 GMT 2022","Wed Dec 14 00:55:16 GMT 2022","24563","Test checkoutFlow","US","","","","US Add product to cart",""
"passed","Wed Dec 14 00:55:45 GMT 2022","Wed Dec 14 00:55:56 GMT 2022","11073","Test checkoutFlow","US","","","","US Test Payment page",""
"passed","Wed Dec 14 00:59:59 GMT 2022","Wed Dec 14 01:00:03 GMT 2022","4004","","Test DLPL1 - pageView","","","","Test US_BLOG",""
"passed","Wed Dec 14 00:59:33 GMT 2022","Wed Dec 14 00:59:35 GMT 2022","1422","","Test DLPL1 - pageView","","","","Test SG_HPG",""
"passed","Wed Dec 14 00:59:42 GMT 2022","Wed Dec 14 00:59:47 GMT 2022","5098","","Test DLPL1 - pageView","","","","Test SG_BLOG",""
"passed","Wed Dec 14 01:04:35 GMT 2022","Wed Dec 14 01:05:04 GMT 2022","28611","","Test PDP GTM","","","","Test US configurable",""
"passed","Wed Dec 14 00:57:03 GMT 2022","Wed Dec 14 00:57:15 GMT 2022","12514","","Test DLE1 - productImpression","","","","Test AU productImpression",""
"passed","Wed Dec 14 01:02:14 GMT 2022","Wed Dec 14 01:02:39 GMT 2022","24855","","Test PDP GTM","","","","Test SG bundle",""
"passed","Wed Dec 14 00:58:26 GMT 2022","Wed Dec 14 00:58:36 GMT 2022","10112","","Test DLE4 - softFilter","","","","AU Test soft filter",""
"passed","Wed Dec 14 00:52:48 GMT 2022","Wed Dec 14 00:53:06 GMT 2022","18186","Test checkoutFlow","AU","","","","AU Test Shipping Method page",""
"passed","Wed Dec 14 00:54:14 GMT 2022","Wed Dec 14 00:54:29 GMT 2022","15392","Test checkoutFlow","SG","","","","SG Test Shipping Method page",""
"passed","Wed Dec 14 00:53:21 GMT 2022","Wed Dec 14 00:53:29 GMT 2022","8275","Test checkoutFlow","AU","","","","AU Delete address & cart",""
"passed","Wed Dec 14 01:03:39 GMT 2022","Wed Dec 14 01:04:00 GMT 2022","20127","","Test PDP GTM","","","","Trigger SG simple",""
"passed","Wed Dec 14 00:58:36 GMT 2022","Wed Dec 14 00:58:47 GMT 2022","10832","","Test DLE4 - softFilter","","","","SG Test soft filter",""
"passed","Wed Dec 14 00:57:52 GMT 2022","Wed Dec 14 00:58:01 GMT 2022","9738","","Test DLE3 - productClick","","","","Test SG productClick",""
"passed","Wed Dec 14 00:59:47 GMT 2022","Wed Dec 14 00:59:54 GMT 2022","6928","","Test DLPL1 - pageView","","","","Test SG_TRADE",""
"passed","Wed Dec 14 00:54:29 GMT 2022","Wed Dec 14 00:54:42 GMT 2022","13058","Test checkoutFlow","SG","","","","SG Test Payment page",""
"failed","Wed Dec 14 01:00:27 GMT 2022","Wed Dec 14 01:00:41 GMT 2022","14816","","Test PDP GTM","","","","Test AU bundle",""
"passed","Wed Dec 14 00:58:47 GMT 2022","Wed Dec 14 00:58:56 GMT 2022","8853","","Test DLE4 - softFilter","","","","US Test soft filter",""
"passed","Wed Dec 14 00:55:33 GMT 2022","Wed Dec 14 00:55:44 GMT 2022","11525","Test checkoutFlow","US","","","","US Test Shipping Method page",""
