"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Dec 04 00:57:26 GMT 2022","Sun Dec 04 00:57:49 GMT 2022","22918","Test checkoutFlow","US","","","","US Test Address page",""
"passed","Sun Dec 04 00:55:46 GMT 2022","Sun Dec 04 00:56:09 GMT 2022","23211","Test checkoutFlow","SG","","","","SG Test Shipping Method page",""
"passed","Sun Dec 04 01:03:39 GMT 2022","Sun Dec 04 01:03:46 GMT 2022","7201","","Test DLPL1 - pageView","","","","Test AU_TRADE",""
"passed","Sun Dec 04 00:55:22 GMT 2022","Sun Dec 04 00:55:46 GMT 2022","23675","Test checkoutFlow","SG","","","","SG Test Address page",""
"passed","Sun Dec 04 01:11:28 GMT 2022","Sun Dec 04 01:11:59 GMT 2022","30998","","Test PDP GTM","","","","Trigger SG simple",""
"passed","Sun Dec 04 01:03:48 GMT 2022","Sun Dec 04 01:03:57 GMT 2022","8813","","Test DLPL1 - pageView","","","","Test SG_CATEGORY",""
"passed","Sun Dec 04 00:52:14 GMT 2022","Sun Dec 04 00:53:03 GMT 2022","49248","Test checkoutFlow","AU","","","","AU Add product to cart",""
"passed","Sun Dec 04 00:58:08 GMT 2022","Sun Dec 04 00:58:29 GMT 2022","20454","Test checkoutFlow","US","","","","US Test Payment page",""
"passed","Sun Dec 04 01:01:23 GMT 2022","Sun Dec 04 01:01:35 GMT 2022","11586","","Test DLE3 - productClick","","","","Test AU productClick",""
"passed","Sun Dec 04 01:01:35 GMT 2022","Sun Dec 04 01:01:49 GMT 2022","13876","","Test DLE3 - productClick","","","","Test SG productClick",""
"passed","Sun Dec 04 01:10:04 GMT 2022","Sun Dec 04 01:11:00 GMT 2022","56579","","Test PDP GTM","","","","Test SG configurable",""
"passed","Sun Dec 04 01:00:35 GMT 2022","Sun Dec 04 01:00:45 GMT 2022","10138","","Test DLE1 - productImpression","","","","Test AU productImpression",""
"passed","Sun Dec 04 00:56:47 GMT 2022","Sun Dec 04 00:57:26 GMT 2022","38806","Test checkoutFlow","US","","","","US Add product to cart",""
"passed","Sun Dec 04 01:03:32 GMT 2022","Sun Dec 04 01:03:39 GMT 2022","7035","","Test DLPL1 - pageView","","","","Test AU_BLOG",""
"passed","Sun Dec 04 01:05:00 GMT 2022","Sun Dec 04 01:05:48 GMT 2022","48549","","Test PDP GTM","","","","Test AU bundle",""
"passed","Sun Dec 04 01:00:45 GMT 2022","Sun Dec 04 01:00:55 GMT 2022","10187","","Test DLE1 - productImpression","","","","Test SG productImpression",""
"passed","Sun Dec 04 01:03:23 GMT 2022","Sun Dec 04 01:03:32 GMT 2022","8592","","Test DLPL1 - pageView","","","","Test AU_CATEGORY",""
"passed","Sun Dec 04 01:04:10 GMT 2022","Sun Dec 04 01:04:11 GMT 2022","1033","","Test DLPL1 - pageView","","","","Test US_HPG",""
"passed","Sun Dec 04 01:00:55 GMT 2022","Sun Dec 04 01:01:04 GMT 2022","8449","","Test DLE1 - productImpression","","","","Test US productImpression",""
"passed","Sun Dec 04 00:56:09 GMT 2022","Sun Dec 04 00:56:32 GMT 2022","23180","Test checkoutFlow","SG","","","","SG Test Payment page",""
"passed","Sun Dec 04 00:57:49 GMT 2022","Sun Dec 04 00:58:08 GMT 2022","18581","Test checkoutFlow","US","","","","US Test Shipping Method page",""
"passed","Sun Dec 04 01:04:11 GMT 2022","Sun Dec 04 01:04:17 GMT 2022","5824","","Test DLPL1 - pageView","","","","Test US_CATEGORY",""
