"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Mar 17 01:03:46 GMT 2023","Fri Mar 17 01:03:55 GMT 2023","8639","","Test DLE1 - productImpression","","","","Test US productImpression",""
"passed","Fri Mar 17 01:07:06 GMT 2023","Fri Mar 17 01:07:13 GMT 2023","7348","","Test DLPL1 - pageView","","","","Test US_CATEGORY",""
"failed","Fri Mar 17 01:07:53 GMT 2023","Fri Mar 17 01:08:32 GMT 2023","39319","","Test PDP GTM","","","","Test AU bundle",""
"passed","Fri Mar 17 01:06:50 GMT 2023","Fri Mar 17 01:06:57 GMT 2023","6263","","Test DLPL1 - pageView","","","","Test SG_BLOG",""
"failed","Fri Mar 17 00:59:31 GMT 2023","Fri Mar 17 01:00:05 GMT 2023","34083","Test checkoutFlow","US","","","","US Test Address page",""
"passed","Fri Mar 17 01:07:04 GMT 2023","Fri Mar 17 01:07:06 GMT 2023","1440","","Test DLPL1 - pageView","","","","Test US_HPG",""
"passed","Fri Mar 17 01:06:12 GMT 2023","Fri Mar 17 01:06:14 GMT 2023","1558","","Test DLPL1 - pageView","","","","Test AU_HPG",""
"passed","Fri Mar 17 01:04:40 GMT 2023","Fri Mar 17 01:04:50 GMT 2023","9811","","Test DLE3 - productClick","","","","Test US productClick",""
"failed","Fri Mar 17 01:13:44 GMT 2023","Fri Mar 17 01:14:10 GMT 2023","25976","","Test PDP GTM","","","","test US bundle",""
"passed","Fri Mar 17 01:06:39 GMT 2023","Fri Mar 17 01:06:41 GMT 2023","2324","","Test DLPL1 - pageView","","","","Test SG_HPG",""
"passed","Fri Mar 17 01:06:41 GMT 2023","Fri Mar 17 01:06:50 GMT 2023","8830","","Test DLPL1 - pageView","","","","Test SG_CATEGORY",""
"failed","Fri Mar 17 00:55:11 GMT 2023","Fri Mar 17 00:55:36 GMT 2023","25598","Test checkoutFlow","AU","","","","AU Test Payment page",""
"passed","Fri Mar 17 00:58:37 GMT 2023","Fri Mar 17 00:59:31 GMT 2023","53625","Test checkoutFlow","US","","","","US Add product to cart",""
"passed","Fri Mar 17 01:06:14 GMT 2023","Fri Mar 17 01:06:23 GMT 2023","9308","","Test DLPL1 - pageView","","","","Test AU_CATEGORY",""
"passed","Fri Mar 17 01:12:56 GMT 2023","Fri Mar 17 01:13:25 GMT 2023","28969","","Test PDP GTM","","","","Trigger SG simple",""
